County_FIPS,SVI_county,priority_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_10,percentage_scenario_high_demand_base_case_capacity_20,percentage_scenario_high_demand_base_case_capacity_30,percentage_scenario_high_demand_base_case_capacity_40,percentage_scenario_high_demand_base_case_capacity_50,percentage_scenario_high_demand_base_case_capacity_60,percentage_scenario_high_demand_base_case_capacity_70,percentage_scenario_high_demand_base_case_capacity_80,percentage_scenario_SVI_hotspot_base_case_capacity_10,percentage_scenario_SVI_hotspot_base_case_capacity_20,percentage_scenario_SVI_hotspot_base_case_capacity_30,percentage_scenario_SVI_hotspot_base_case_capacity_40,percentage_scenario_SVI_hotspot_base_case_capacity_50,percentage_scenario_SVI_hotspot_base_case_capacity_60,percentage_scenario_SVI_hotspot_base_case_capacity_70,percentage_scenario_SVI_hotspot_base_case_capacity_80,percentage_scenario_SVI_pop_base_case_capacity_10,percentage_scenario_SVI_pop_base_case_capacity_20,percentage_scenario_SVI_pop_base_case_capacity_30,percentage_scenario_SVI_pop_base_case_capacity_40,percentage_scenario_SVI_pop_base_case_capacity_50,percentage_scenario_SVI_pop_base_case_capacity_60,percentage_scenario_SVI_pop_base_case_capacity_70,percentage_scenario_SVI_pop_base_case_capacity_80,percentage_scenario_hotspot_base_case_capacity_10,percentage_scenario_hotspot_base_case_capacity_20,percentage_scenario_hotspot_base_case_capacity_30,percentage_scenario_hotspot_base_case_capacity_40,percentage_scenario_hotspot_base_case_capacity_50,percentage_scenario_hotspot_base_case_capacity_60,percentage_scenario_hotspot_base_case_capacity_70,percentage_scenario_hotspot_base_case_capacity_80
1035,0.149253731,0.009033424,0.010608902,0.012308273,0.033111146,0,0,0,14.28571429,28.57142857,42.85714286,42.85714286,57.14285714,0,0,14.28571429,28.57142857,42.85714286,42.85714286,57.14285714,57.14285714,0,0,0,0,0,0,0,0,0,0,14.28571429,28.57142857,42.85714286,42.85714286,57.14285714,57.14285714
1037,0.194029851,0.08762421,0.045425469,0.065950593,0.197566936,0,13.86138614,18.81188119,19.8019802,31.68316832,47.52475248,53.46534653,68.31683168,4.95049505,13.86138614,19.8019802,25.74257426,47.52475248,48.51485149,68.31683168,71.28712871,0,0,0,0,0,0,0,0,4.95049505,13.86138614,19.8019802,25.74257426,47.52475248,48.51485149,68.31683168,71.28712871
1039,0.044776119,0.334236676,0.006797606,0.057580357,0.187790137,3.20855615,4.545454545,9.35828877,19.78609626,24.86631016,30.48128342,30.7486631,41.17647059,3.20855615,4.812834225,9.35828877,19.78609626,24.86631016,29.41176471,30.7486631,40.90909091,0,0,0,0,0,0,0,0,3.20855615,4.812834225,9.35828877,19.78609626,24.86631016,29.41176471,30.7486631,40.90909091
1041,0.492537313,0.225835592,0.305891247,0.18387717,0.590310463,15.7480315,38.18897638,46.06299213,51.57480315,65.35433071,65.7480315,70.07874016,70.47244094,24.40944882,38.58267717,51.57480315,61.41732283,65.7480315,65.7480315,70.47244094,70.47244094,0,0,0,0,0,8.267716535,100,100,24.40944882,38.58267717,51.57480315,61.41732283,65.7480315,65.7480315,70.47244094,70.47244094
1043,0.567164179,0.44263776,0.155124273,0.954771419,0.223827374,4.858299595,12.75303644,26.51821862,30.76923077,36.84210526,47.36842105,52.8340081,60.52631579,4.858299595,11.74089069,21.65991903,30.56680162,34.00809717,42.71255061,50.20242915,59.10931174,0,0,68.42105263,100,100,100,100,100,4.858299595,11.74089069,21.65991903,30.56680162,34.00809717,42.71255061,50.20242915,59.10931174
1045,0.432835821,0.139114724,0.131163577,0.203108076,0.257303382,3.797468354,4.430379747,24.6835443,24.6835443,27.21518987,32.27848101,41.13924051,51.89873418,3.797468354,15.82278481,24.6835443,24.6835443,27.21518987,41.13924051,46.83544304,52.53164557,0,0,0,0,0,65.82278481,100,100,3.797468354,15.82278481,24.6835443,24.6835443,27.21518987,41.13924051,46.83544304,52.53164557
1047,0.47761194,0.025293586,0.155444588,0.036176853,0.279910315,0,0,0,21.875,43.75,43.75,59.375,62.5,0,0,21.875,43.75,43.75,59.375,62.5,62.5,0,0,0,0,0,0,0,0,0,0,21.875,43.75,43.75,59.375,62.5,62.5
1049,0.865671642,0.077687444,0.31143093,0.198331158,0.311763843,12.22222222,32.22222222,43.33333333,50,55.55555556,55.55555556,61.11111111,76.66666667,12.22222222,43.33333333,50,54.44444444,55.55555556,61.11111111,77.77777778,85.55555556,0,0,0,0,0,55.55555556,100,100,12.22222222,43.33333333,50,54.44444444,55.55555556,61.11111111,77.77777778,85.55555556
1051,0.059701493,0.082204155,0.011073435,0.013378351,0.198239331,0,20,32.63157895,33.68421053,45.26315789,45.26315789,46.31578947,52.63157895,0,20,32.63157895,45.26315789,45.26315789,45.26315789,53.68421053,82.10526316,0,0,0,0,0,0,0,0,0,20,32.63157895,45.26315789,45.26315789,45.26315789,53.68421053,82.10526316
1053,0.014925373,0.226738934,0,0.004949032,0.22771897,0,0,0,0,3.921568627,11.76470588,12.15686275,21.17647059,0,0,0,0,5.882352941,11.76470588,16.47058824,25.09803922,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,11.76470588,16.47058824,25.09803922
1055,0.776119403,0.050587173,0.132084971,0.248005748,0.113109123,0,6.666666667,8.333333333,13.33333333,26.66666667,35,55,61.66666667,0,6.666666667,13.33333333,26.66666667,30,55,63.33333333,80,0,0,0,0,30,100,100,100,0,6.666666667,13.33333333,26.66666667,30,55,63.33333333,80
1057,0.137931034,0.04587156,0.014951349,0.009878853,0.029902699,0,40,100,100,100,100,100,100,0,60,100,100,100,100,100,100,0,0,0,100,100,100,100,100,0,60,100,100,100,100,100,100
1059,0.333333333,0.063269011,0.131741664,0.16319869,0.322614539,0,0,0,0,0,0,0,0,12.35480465,20.90813094,20.90813094,27.34952482,33.05174234,41.28827878,46.77930306,50.15839493,0,0,0,0,0,0,0,0,12.35480465,20.90813094,20.90813094,27.34952482,33.05174234,41.28827878,46.77930306,50.15839493
1061,0.12,0.008982036,0.001826025,0.037676754,0.012077765,0,0,0,14.28571429,28.57142857,28.57142857,42.85714286,71.42857143,0,0,14.28571429,14.28571429,28.57142857,42.85714286,57.14285714,71.42857143,0,0,0,0,0,0,0,0,0,0,14.28571429,14.28571429,28.57142857,42.85714286,57.14285714,71.42857143
1063,0.986666667,0.010479042,0.070228018,0.095286515,0.063397905,0,0,0,0,25,25,50,75,0,0,0,0,25,50,75,100,0,0,0,0,0,0,0,0,0,0,0,0,25,50,75,100
1065,0.253333333,0.074850299,0.019873646,0.14103053,0.071491819,0,15.68627451,41.17647059,43.1372549,50.98039216,58.82352941,74.50980392,74.50980392,0,29.41176471,43.1372549,50.98039216,56.8627451,64.70588235,74.50980392,84.31372549,0,0,0,0,0,0,43.1372549,100,0,29.41176471,43.1372549,50.98039216,56.8627451,64.70588235,74.50980392,84.31372549
1067,0.413333333,0.004491018,0.009145442,0.060905424,0.016575973,0,25,25,25,25,25,25,25,0,25,25,25,25,25,25,50,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,50
1069,0.133333333,0.206586826,0.014446557,0.145545495,0.101651359,0,0,3.597122302,15.10791367,21.58273381,22.30215827,33.09352518,36.69064748,0,0,7.913669065,15.10791367,21.58273381,26.61870504,33.09352518,37.41007194,0,0,0,0,0,0,17.98561151,100,0,0,7.913669065,15.10791367,21.58273381,26.61870504,33.09352518,37.41007194
1071,0.226666667,0.00748503,0.007110795,0.033630378,0.026229091,0,50,66.66666667,83.33333333,83.33333333,83.33333333,83.33333333,83.33333333,0,66.66666667,83.33333333,83.33333333,83.33333333,83.33333333,83.33333333,83.33333333,0,0,0,0,0,0,0,0,0,66.66666667,83.33333333,83.33333333,83.33333333,83.33333333,83.33333333,83.33333333
1073,0.68,0.067365269,0.030784353,0.605507768,0.038564513,0,0,19.56521739,32.60869565,50,80.43478261,84.7826087,84.7826087,0,0,26.08695652,43.47826087,60.86956522,84.7826087,84.7826087,86.95652174,0,0,0,0,100,100,100,100,0,0,26.08695652,43.47826087,60.86956522,84.7826087,84.7826087,86.95652174
1075,0.093333333,0.013473054,0.004673716,0.012306171,0.046592354,0,0,0,30,30,30,30,40,0,0,0,30,30,30,40,40,0,0,0,0,0,0,0,0,0,0,0,30,30,30,40,40
1077,0.48,0.00748503,0.007188744,0.159790606,0.0095529,0,33.33333333,33.33333333,50,50,66.66666667,66.66666667,83.33333333,0,33.33333333,33.33333333,50,66.66666667,66.66666667,66.66666667,83.33333333,0,0,0,0,0,0,83.33333333,100,0,33.33333333,33.33333333,50,66.66666667,66.66666667,66.66666667,83.33333333
1079,0.613333333,0.017964072,0.035509582,0.11843312,0.050807133,0,0,15.38461538,30.76923077,38.46153846,38.46153846,38.46153846,61.53846154,0,0,30.76923077,30.76923077,38.46153846,38.46153846,46.15384615,69.23076923,0,0,0,0,0,0,0,100,0,0,30.76923077,30.76923077,38.46153846,38.46153846,46.15384615,69.23076923
