County_FIPS,SVI_county,Covid_cases,CHW_need,priority_high_demand,priority_SVI_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_0,percentage_scenario_high_demand_base_case_capacity_10,percentage_scenario_high_demand_base_case_capacity_20,percentage_scenario_high_demand_base_case_capacity_30,percentage_scenario_high_demand_base_case_capacity_40,percentage_scenario_high_demand_base_case_capacity_50,percentage_scenario_high_demand_base_case_capacity_60,percentage_scenario_high_demand_base_case_capacity_70,percentage_scenario_high_demand_base_case_capacity_80,percentage_scenario_SVI_high_demand_base_case_capacity_0,percentage_scenario_SVI_high_demand_base_case_capacity_10,percentage_scenario_SVI_high_demand_base_case_capacity_20,percentage_scenario_SVI_high_demand_base_case_capacity_30,percentage_scenario_SVI_high_demand_base_case_capacity_40,percentage_scenario_SVI_high_demand_base_case_capacity_50,percentage_scenario_SVI_high_demand_base_case_capacity_60,percentage_scenario_SVI_high_demand_base_case_capacity_70,percentage_scenario_SVI_high_demand_base_case_capacity_80,percentage_scenario_SVI_hotspot_base_case_capacity_0,percentage_scenario_SVI_hotspot_base_case_capacity_10,percentage_scenario_SVI_hotspot_base_case_capacity_20,percentage_scenario_SVI_hotspot_base_case_capacity_30,percentage_scenario_SVI_hotspot_base_case_capacity_40,percentage_scenario_SVI_hotspot_base_case_capacity_50,percentage_scenario_SVI_hotspot_base_case_capacity_60,percentage_scenario_SVI_hotspot_base_case_capacity_70,percentage_scenario_SVI_hotspot_base_case_capacity_80,percentage_scenario_SVI_pop_base_case_capacity_0,percentage_scenario_SVI_pop_base_case_capacity_10,percentage_scenario_SVI_pop_base_case_capacity_20,percentage_scenario_SVI_pop_base_case_capacity_30,percentage_scenario_SVI_pop_base_case_capacity_40,percentage_scenario_SVI_pop_base_case_capacity_50,percentage_scenario_SVI_pop_base_case_capacity_60,percentage_scenario_SVI_pop_base_case_capacity_70,percentage_scenario_SVI_pop_base_case_capacity_80,percentage_scenario_hotspot_base_case_capacity_0,percentage_scenario_hotspot_base_case_capacity_10,percentage_scenario_hotspot_base_case_capacity_20,percentage_scenario_hotspot_base_case_capacity_30,percentage_scenario_hotspot_base_case_capacity_40,percentage_scenario_hotspot_base_case_capacity_50,percentage_scenario_hotspot_base_case_capacity_60,percentage_scenario_hotspot_base_case_capacity_70,percentage_scenario_hotspot_base_case_capacity_80
38059,0.660377358,63,28,0.814417178,0.446442412,0.353976231,0.1678811,0.495115244,46.42857143,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,78.57142857,0,53.57142857,75,75,78.57142857,78.57142857,100,100,0,0,0,0,0,0,85.71428571,100,100,78.57142857,0,53.57142857,75,75,78.57142857,78.57142857,100,100
38065,0.830188679,1,1,0.766871166,0.312447683,0.264251497,0.012415395,0.294011976,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100
38067,0.358490566,9,4,0.773006135,0.320322431,0.119508267,0.02067093,0.307924743,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,25,100
38069,0.452830189,3,1,0.768404908,0.314183847,0.062893112,0.015595151,0.128289786,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100
38073,0.301886792,4,2,0.769171779,0.3136878,0.065853386,0.013193815,0.201492259,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100
38075,0.226415094,3,1,0.768404908,0.311951635,0.053062124,0.004409685,0.216472946,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100
38081,0.169811321,2,1,0.767638037,0.310835529,0.025571079,0.005197387,0.139093484,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100
38091,0.018867925,3,1,0.768404908,0.309905441,0.005776178,0,0.282774869,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100
38095,0.754716981,3,1,0.768404908,0.31716013,0.196482636,0.013833165,0.24047195,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100
38097,0.471698113,9,4,0.773006135,0.323670749,0.137579499,0.031238285,0.269410151,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,25,50,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,25,50,100
38099,0.905660377,49,20,0.803680982,0.455557278,0.980485095,0.08126941,1,0,0,0,0,0,0,100,100,100,65,0,0,0,0,0,100,100,100,90,0,0,0,25,90,100,100,100,0,0,0,0,0,0,0,100,100,90,0,0,0,25,90,90,100,100
39003,0.795454545,148,66,0.04044821,0.03826182,0.477918313,0.065929034,0.512055335,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,0,0,16.66666667,45.45454545,59.09090909,80.3030303,100,100,100,0,0,0,0,0,100,100,100,100,0,0,16.66666667,40.90909091,54.54545455,77.27272727,96.96969697,100,100
39005,0.545454545,42,18,0.011478546,0.007445543,0.173218466,0.022923868,0.270653853,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,11.11111111,16.66666667,27.77777778,33.33333333,72.22222222,88.88888889,100,100,100,0,0,0,0,0,0,100,100,100,11.11111111,16.66666667,27.77777778,33.33333333,66.66666667,88.88888889,100,100,100
39007,0.965909091,42,19,0.011478546,0.013184816,0.176437809,0.075897002,0.15568042,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,15.78947368,21.05263158,42.10526316,68.42105263,73.68421053,94.73684211,100,100,100,0,0,0,0,0,100,100,100,100,10.52631579,21.05263158,36.84210526,57.89473684,73.68421053,89.47368421,100,100,100
39011,0.034090909,28,14,0.007652364,0.000310231,0.009835196,0.00063676,0.245879911,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,7.142857143,50,50,57.14285714,100,100,0,0,0,0,0,0,0,100,100,0,0,0,14.28571429,50,50,57.14285714,100,100
39013,0.431818182,23,8,0.00628587,0.003227879,0.04760012,0.023245303,0.093947606,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,12.5,12.5,25,62.5,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,12.5,25,50,75,100,100
39015,0.5,11,5,0.003006286,0.001787521,0.054000462,0.017006861,0.092046242,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,20,40,40,60,100,100,100,100,0,0,0,0,0,0,100,100,100,0,20,40,40,60,100,100,100,100
39017,0.636363636,506,204,0.13828915,0.104651249,0.323769715,0.193709722,0.433620154,0,0,0,0,100,100,100,100,100,0,0,0,0,100,100,100,100,100,3.921568627,11.76470588,26.96078431,42.64705882,51.96078431,67.64705882,98.52941176,100,100,0,0,0,0,100,100,100,100,100,4.901960784,11.76470588,27.45098039,42.64705882,53.92156863,69.11764706,95.58823529,100,100
39019,0.113636364,27,12,0.007379065,0.000997171,0.046651537,0.001906612,0.34988653,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,25,41.66666667,58.33333333,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,33.33333333,41.66666667,83.33333333,100,100,100
39021,0.352272727,28,11,0.007652364,0.00320572,0.094070697,0.01042871,0.227590397,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,18.18181818,45.45454545,54.54545455,72.72727273,100,100,100,0,0,0,0,0,0,100,100,100,0,0,27.27272727,45.45454545,54.54545455,72.72727273,90.90909091,100,100
39023,1,135,60,0.036895327,0.043875524,0.418707882,0.108516261,0.356853309,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,0,3.333333333,20,36.66666667,60,80,98.33333333,100,100,0,0,0,0,0,100,100,100,100,0,1.666666667,20,31.66666667,55,73.33333333,91.66666667,100,100
39025,0.136363636,208,88,0.056846133,0.009218292,0.05571261,0.021746888,0.34820381,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,100,0,5.681818182,18.18181818,29.54545455,48.86363636,64.77272727,84.09090909,100,100,0,0,0,0,0,0,100,100,100,2.272727273,5.681818182,18.18181818,36.36363636,59.09090909,67.04545455,84.09090909,100,100
39027,0.625,38,15,0.010385351,0.007718842,0.211119753,0.020514794,0.287890572,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,26.66666667,33.33333333,60,73.33333333,86.66666667,100,100,100,0,0,0,0,0,0,100,100,100,0,26.66666667,33.33333333,60,73.33333333,80,100,100,100
39029,0.670454545,161,65,0.044001093,0.035081953,0.395336564,0.055666206,0.502546479,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,6.153846154,16.92307692,24.61538462,61.53846154,75.38461538,89.23076923,100,100,100,0,0,0,0,0,100,100,100,100,12.30769231,16.92307692,26.15384615,63.07692308,75.38461538,89.23076923,100,100,100
39033,0.306818182,18,8,0.004919377,0.001794908,0.055110563,0.009784583,0.153084898,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,12.5,37.5,50,75,100,100,0,0,0,0,0,0,100,100,100,0,0,0,12.5,37.5,50,75,100,100
39037,0.068181818,13,6,0.003552883,0.000288072,0.007460603,0.002224231,0.093257536,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,16.66666667,33.33333333,33.33333333,66.66666667,100,100,0,0,0,0,0,0,0,100,100,0,0,0,16.66666667,33.33333333,33.33333333,66.66666667,100,100
39039,0.284090909,27,13,0.007379065,0.002492927,0.091027006,0.008155466,0.273081018,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,15.38461538,30.76923077,46.15384615,61.53846154,100,100,100,0,0,0,0,0,0,100,100,100,0,0,15.38461538,30.76923077,46.15384615,69.23076923,100,100,100
39043,0.511363636,131,58,0.035802132,0.021771567,0.372425936,0.030393047,0.620709893,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,0,0,12.06896552,39.65517241,70.68965517,93.10344828,100,100,100,0,0,0,0,0,0,100,100,100,0,5.172413793,25.86206897,44.82758621,75.86206897,98.27586207,100,100,100
39045,0.397727273,331,143,0.090461875,0.042786022,0.350926104,0.048471284,0.751984509,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,10.48951049,20.27972028,25.17482517,49.65034965,62.23776224,76.92307692,100,100,100,0,0,0,0,0,100,100,100,100,16.08391608,24.47552448,32.86713287,60.83916084,67.83216783,81.11888112,100,100,100
39051,0.272727273,29,14,0.007925663,0.002570485,0.08515204,0.008690686,0.266100127,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,14.28571429,21.42857143,28.57142857,28.57142857,64.28571429,71.42857143,85.71428571,100,100,0,0,0,0,0,0,100,100,100,21.42857143,21.42857143,28.57142857,28.57142857,64.28571429,78.57142857,85.71428571,100,100
39053,0.715909091,12,5,0.003279585,0.002792079,0.111846655,0.016827145,0.13315078,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,40,60,60,80,100,100,100,100,0,0,0,0,0,0,100,100,100,0,20,40,60,80,100,100,100,100
39055,0.238636364,58,24,0.015851325,0.004498349,0.057508281,0.0174775,0.205386719,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,4.166666667,4.166666667,16.66666667,20.83333333,41.66666667,70.83333333,100,100,0,0,0,0,0,0,100,100,100,0,4.166666667,4.166666667,16.66666667,20.83333333,45.83333333,58.33333333,100,100
39057,0.340909091,196,82,0.053566548,0.021716168,0.15906303,0.045008153,0.397657574,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,0,8.536585366,19.51219512,30.48780488,50,64.63414634,86.58536585,100,100,0,0,0,0,0,100,100,100,100,0,9.756097561,21.95121951,32.92682927,51.2195122,76.82926829,86.58536585,100,100
39059,0.829545455,16,6,0.004372779,0.004313688,0.119568411,0.025676852,0.122844257,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,0,66.66666667,83.33333333,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,50,66.66666667,100,100,100,100
39063,0.295454545,54,27,0.014758131,0.005185289,0.099436559,0.017429423,0.286836229,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,25.92592593,37.03703704,62.96296296,66.66666667,81.48148148,100,100,100,0,0,0,0,0,0,100,100,100,7.407407407,25.92592593,40.74074074,62.96296296,66.66666667,85.18518519,100,100,100
39065,0.477272727,14,7,0.003826182,0.002171617,0.099932231,0.011529331,0.178450413,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,14.28571429,42.85714286,57.14285714,85.71428571,100,100,100,0,0,0,0,0,0,100,100,100,0,0,14.28571429,42.85714286,57.14285714,85.71428571,100,100,100
39067,0.704545455,5,2,0.001366494,0.0011449,0.086851852,0.00808262,0.105062724,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,50,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,50,50,100,100,100,100
39069,0.147727273,36,18,0.009838754,0.00172843,0.091843037,0.002634317,0.529863673,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,100,0,0,11.11111111,33.33333333,33.33333333,55.55555556,88.88888889,100,100,0,0,0,0,0,0,0,100,100,0,0,27.77777778,33.33333333,55.55555556,66.66666667,100,100,100
39071,0.880681818,29,13,0.007925663,0.008300525,0.251161685,0.029952014,0.243059695,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,15.38461538,53.84615385,84.61538462,92.30769231,100,100,100,100,0,0,0,0,0,0,100,100,100,0,15.38461538,46.15384615,84.61538462,92.30769231,92.30769231,100,100,100
39073,0.534090909,16,7,0.004372779,0.002777306,0.123786909,0.011662354,0.197532301,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,14.28571429,42.85714286,71.42857143,85.71428571,100,100,100,0,0,0,0,0,0,100,100,100,0,0,14.28571429,42.85714286,57.14285714,85.71428571,85.71428571,100,100
39077,0.568181818,80,35,0.021863897,0.014772904,0.320958592,0.026189166,0.481437888,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,8.571428571,48.57142857,62.85714286,62.85714286,80,100,100,100,0,0,0,0,0,0,100,100,100,0,8.571428571,48.57142857,62.85714286,62.85714286,85.71428571,100,100,100
39081,0.75,68,29,0.018584313,0.016575198,0.306799177,0.039872405,0.348635428,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,6.896551724,10.34482759,44.82758621,68.96551724,100,100,100,0,0,0,0,0,100,100,100,100,0,0,6.896551724,10.34482759,44.82758621,68.96551724,100,100,100
39083,0.255681818,28,14,0.007652364,0.002326732,0.055169644,0.012011607,0.183898813,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,7.142857143,14.28571429,42.85714286,64.28571429,71.42857143,100,100,100,0,0,0,0,0,0,100,100,100,0,7.142857143,14.28571429,42.85714286,64.28571429,71.42857143,92.85714286,100,100
39085,0.193181818,304,134,0.08308281,0.019086591,0.10616349,0.035252769,0.468368339,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,0,2.23880597,14.17910448,20.14925373,32.08955224,48.50746269,81.34328358,100,100,0,0,0,0,0,51.49253731,100,100,100,0,5.970149254,18.65671642,23.13432836,34.32835821,56.71641791,86.56716418,100,100
39089,0.375,237,99,0.064771796,0.02888472,0.20329607,0.051533529,0.462036522,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,4.04040404,14.14141414,32.32323232,49.49494949,59.5959596,69.6969697,93.93939394,100,100,0,0,0,0,0,100,100,100,100,8.080808081,18.18181818,36.36363636,55.55555556,63.63636364,78.78787879,93.93939394,100,100
39091,0.454545455,24,11,0.006559169,0.003545497,0.104120166,0.016001496,0.195225311,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,36.36363636,36.36363636,36.36363636,45.45454545,54.54545455,90.90909091,100,100,0,0,0,0,0,0,100,100,100,0,27.27272727,36.36363636,36.36363636,45.45454545,54.54545455,90.90909091,100,100
39093,0.818181818,293,126,0.080076524,0.077912293,0.317116135,0.201955409,0.330329307,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,100,6.349206349,19.04761905,29.36507937,43.65079365,60.31746032,86.50793651,95.23809524,100,100,0,0,0,0,100,100,100,100,100,6.349206349,14.28571429,28.57142857,42.85714286,60.31746032,83.33333333,91.26984127,100,100
39099,0.880681818,270,115,0.073790653,0.077280752,0.413537347,0.16364855,0.400197432,0,0,0,0,0,100,100,100,100,0,0,0,0,83.47826087,100,100,100,100,0,6.086956522,16.52173913,26.95652174,47.82608696,69.56521739,99.13043478,100,100,0,0,0,0,0,100,100,100,100,0,6.086956522,15.65217391,24.34782609,40.86956522,67.82608696,93.91304348,100,100
39103,0.011363636,155,66,0.042361301,0.00057245,0.003991977,0.001002824,0.299398269,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,100,0,0,4.545454545,6.060606061,18.18181818,37.87878788,65.15151515,100,100,0,0,0,0,0,0,0,100,100,0,3.03030303,4.545454545,7.575757576,22.72727273,42.42424242,66.66666667,100,100
39107,0.045454545,65,31,0.017764417,0.000960239,0.032579554,0.000874094,0.610866647,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,12.90322581,12.90322581,45.16129032,74.19354839,100,100,0,0,0,0,0,0,0,100,100,0,0,9.677419355,12.90322581,45.16129032,70.96774194,100,100,100
39109,0.125,104,43,0.028423066,0.00422505,0.048389077,0.009951841,0.329925526,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,9.302325581,18.60465116,18.60465116,23.25581395,32.55813953,53.48837209,88.37209302,100,100,0,0,0,0,0,0,100,100,100,9.302325581,18.60465116,18.60465116,27.90697674,37.20930233,60.46511628,90.69767442,100,100
39111,0.420454545,0,0,0,0,0,0.004159133,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39113,0.954545455,884,357,0.241596064,0.274244181,0.604304178,0.409342572,0.539557301,0,0,0,45.65826331,100,100,100,100,100,0,0,0,45.65826331,100,100,100,100,100,8.683473389,14.56582633,34.17366947,49.85994398,68.62745098,85.71428571,100,100,100,0,0,0,45.65826331,100,100,100,100,100,8.403361345,13.44537815,30.53221289,46.21848739,63.30532213,83.19327731,96.35854342,100,100
39117,0.170454545,20,8,0.005465974,0.001107968,0.036783969,0.004189497,0.183919845,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,12.5,25,37.5,87.5,87.5,100,100,100,0,0,0,0,0,0,0,100,100,0,12.5,37.5,37.5,87.5,87.5,100,100,100
39119,0.784090909,33,13,0.009018858,0.008409475,0.111726925,0.053859667,0.12144231,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,15.38461538,46.15384615,61.53846154,84.61538462,100,100,100,0,0,0,0,0,100,100,100,100,0,0,15.38461538,46.15384615,61.53846154,76.92307692,100,100,100
39123,0.181818182,117,48,0.03197595,0.006913719,0.202263849,0.0053518,0.948111792,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,10.41666667,12.5,39.58333333,68.75,100,100,100,0,0,0,0,0,0,31.25,100,100,0,10.41666667,12.5,47.91666667,72.91666667,97.91666667,100,100,100
39125,0.409090909,17,7,0.004646078,0.002260254,0.143162771,0.005609094,0.298255772,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,0,0,0,28.57142857,71.42857143,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,14.28571429,28.57142857,71.42857143,100,100,100,100
39127,0.590909091,27,11,0.007379065,0.005185289,0.170420566,0.016542174,0.245798893,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,18.18181818,36.36363636,81.81818182,90.90909091,90.90909091,100,100,100,100,0,0,0,0,0,0,100,100,100,18.18181818,36.36363636,81.81818182,90.90909091,90.90909091,100,100,100,100
39133,0.363636364,127,53,0.034708937,0.01500927,0.111798321,0.047120578,0.262027316,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,5.660377358,5.660377358,5.660377358,24.52830189,50.94339623,71.69811321,98.11320755,100,100,0,0,0,0,0,100,100,100,100,5.660377358,5.660377358,5.660377358,24.52830189,50.94339623,71.69811321,86.79245283,100,100
39135,0.159090909,30,12,0.008198961,0.001551155,0.043710499,0.004668879,0.234163388,0,0,0,0,0,0,25,100,100,0,0,0,0,0,0,0,100,100,0,0,16.66666667,16.66666667,33.33333333,41.66666667,83.33333333,100,100,0,0,0,0,0,0,0,100,100,0,8.333333333,16.66666667,16.66666667,33.33333333,41.66666667,83.33333333,100,100
39137,0.022727273,32,13,0.008745559,0.000236366,0.008206124,0,0.307729644,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,100,0,23.07692308,23.07692308,30.76923077,38.46153846,38.46153846,84.61538462,100,100,0,0,0,0,0,0,0,100,100,0,23.07692308,30.76923077,38.46153846,38.46153846,38.46153846,84.61538462,100,100
39139,0.863636364,94,40,0.025690079,0.026384406,0.268642268,0.083960982,0.265107501,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,5,5,25,35,60,80,100,100,100,0,0,0,0,0,100,100,100,100,5,5,22.5,35,55,77.5,95,100,100
39141,0.897727273,64,30,0.017491118,0.01867295,0.329774862,0.055215353,0.313077401,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,16.66666667,26.66666667,50,76.66666667,83.33333333,100,100,100,100,0,0,0,0,0,100,100,100,100,10,23.33333333,43.33333333,76.66666667,83.33333333,100,100,100,100
39143,0.579545455,93,41,0.025416781,0.01751697,0.378054267,0.027119337,0.555962158,0,0,0,0,0,0,100,100,100,0,0,0,0,0,73.17073171,100,100,100,0,0,24.3902439,53.65853659,75.6097561,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,29.26829268,53.65853659,80.48780488,100,100,100,100
39147,0.386363636,36,17,0.009838754,0.004520508,0.111706388,0.016679133,0.24641115,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,17.64705882,23.52941176,52.94117647,58.82352941,82.35294118,100,100,0,0,0,0,0,0,100,100,100,0,0,17.64705882,23.52941176,52.94117647,64.70588235,76.47058824,100,100
39149,0.255681818,16,7,0.004372779,0.001329561,0.034604686,0.009448521,0.115348954,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,14.28571429,14.28571429,28.57142857,42.85714286,71.42857143,85.71428571,100,100,0,0,0,0,0,0,100,100,100,0,14.28571429,14.28571429,28.57142857,42.85714286,71.42857143,85.71428571,100,100
39151,0.613636364,246,104,0.067231484,0.049060813,0.16121782,0.184382111,0.223913639,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,5.769230769,7.692307692,16.34615385,29.80769231,48.07692308,65.38461538,91.34615385,100,100,0,0,0,0,92.30769231,100,100,100,100,5.769230769,7.692307692,14.42307692,25,47.11538462,62.5,83.65384615,100,100
39153,0.556818182,463,192,0.126537305,0.083788216,0.186164888,0.242917756,0.284946257,0,0,0,0,100,100,100,100,100,0,0,0,0,100,100,100,100,100,5.208333333,10.9375,17.70833333,31.77083333,47.39583333,63.54166667,92.1875,100,100,0,0,0,0,100,100,100,100,100,5.208333333,9.895833333,17.70833333,30.20833333,46.875,63.02083333,88.02083333,100,100
39155,0.681818182,197,82,0.053839847,0.04365393,0.261399249,0.11044465,0.326749061,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,0,3.658536585,19.51219512,35.36585366,46.34146341,69.51219512,98.7804878,100,100,0,0,0,0,0,100,100,100,100,0,3.658536585,19.51219512,34.14634146,45.12195122,69.51219512,91.46341463,100,100
39157,0.488636364,117,48,0.03197595,0.018580619,0.239162666,0.035874118,0.417144186,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,6.25,12.5,18.75,43.75,56.25,81.25,100,100,100,0,0,0,0,0,100,100,100,100,12.5,12.5,18.75,43.75,56.25,83.33333333,100,100,100
39159,0.090909091,61,27,0.016671222,0.001802294,0.041610683,0.003461058,0.390100157,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,11.11111111,100,100,0,0,11.11111111,25.92592593,29.62962963,44.44444444,85.18518519,100,100,0,0,0,0,0,0,0,100,100,0,7.407407407,11.11111111,25.92592593,29.62962963,62.96296296,92.59259259,100,100
39161,0.102272727,18,7,0.004919377,0.000598303,0.023883241,0.001711668,0.199027012,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,14.28571429,14.28571429,14.28571429,28.57142857,85.71428571,100,100,0,0,0,0,0,0,0,100,100,0,0,14.28571429,14.28571429,14.28571429,42.85714286,71.42857143,100,100
39165,0.079545455,375,162,0.102487018,0.009694718,0.053662343,0.013925269,0.574953677,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,100,100,100,0,2.469135802,17.90123457,32.09876543,40.74074074,53.7037037,81.48148148,100,100,0,0,0,0,0,0,100,100,100,0,9.87654321,24.69135802,39.50617284,46.91358025,66.66666667,91.35802469,100,100
39167,0.465909091,31,13,0.00847226,0.00469409,0.094187558,0.02219564,0.172294313,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,7.692307692,15.38461538,61.53846154,76.92307692,92.30769231,100,100,0,0,0,0,0,0,100,100,100,0,0,0,15.38461538,61.53846154,76.92307692,92.30769231,100,100
39169,0.727272727,42,19,0.011478546,0.009927391,0.112187644,0.067602,0.131469896,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,21.05263158,31.57894737,52.63157895,68.42105263,94.73684211,100,100,0,0,0,0,0,100,100,100,100,0,0,15.78947368,31.57894737,47.36842105,63.15789474,78.94736842,100,100
39171,0.215909091,22,11,0.006012572,0.001543768,0.060665797,0.005814504,0.23947025,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,36.36363636,45.45454545,72.72727273,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,36.36363636,54.54545455,81.81818182,100,100,100
39175,0.227272727,13,5,0.003552883,0.000960239,0.048497312,0.003432694,0.181864921,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,60,80,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,60,80,80,100,100
