County_FIPS,SVI_county,Covid_cases,CHW_need,priority_high_demand,priority_SVI_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_0,percentage_scenario_high_demand_base_case_capacity_10,percentage_scenario_high_demand_base_case_capacity_20,percentage_scenario_high_demand_base_case_capacity_30,percentage_scenario_high_demand_base_case_capacity_40,percentage_scenario_high_demand_base_case_capacity_50,percentage_scenario_high_demand_base_case_capacity_60,percentage_scenario_high_demand_base_case_capacity_70,percentage_scenario_high_demand_base_case_capacity_80,percentage_scenario_SVI_high_demand_base_case_capacity_0,percentage_scenario_SVI_high_demand_base_case_capacity_10,percentage_scenario_SVI_high_demand_base_case_capacity_20,percentage_scenario_SVI_high_demand_base_case_capacity_30,percentage_scenario_SVI_high_demand_base_case_capacity_40,percentage_scenario_SVI_high_demand_base_case_capacity_50,percentage_scenario_SVI_high_demand_base_case_capacity_60,percentage_scenario_SVI_high_demand_base_case_capacity_70,percentage_scenario_SVI_high_demand_base_case_capacity_80,percentage_scenario_SVI_hotspot_base_case_capacity_0,percentage_scenario_SVI_hotspot_base_case_capacity_10,percentage_scenario_SVI_hotspot_base_case_capacity_20,percentage_scenario_SVI_hotspot_base_case_capacity_30,percentage_scenario_SVI_hotspot_base_case_capacity_40,percentage_scenario_SVI_hotspot_base_case_capacity_50,percentage_scenario_SVI_hotspot_base_case_capacity_60,percentage_scenario_SVI_hotspot_base_case_capacity_70,percentage_scenario_SVI_hotspot_base_case_capacity_80,percentage_scenario_SVI_pop_base_case_capacity_0,percentage_scenario_SVI_pop_base_case_capacity_10,percentage_scenario_SVI_pop_base_case_capacity_20,percentage_scenario_SVI_pop_base_case_capacity_30,percentage_scenario_SVI_pop_base_case_capacity_40,percentage_scenario_SVI_pop_base_case_capacity_50,percentage_scenario_SVI_pop_base_case_capacity_60,percentage_scenario_SVI_pop_base_case_capacity_70,percentage_scenario_SVI_pop_base_case_capacity_80,percentage_scenario_hotspot_base_case_capacity_0,percentage_scenario_hotspot_base_case_capacity_10,percentage_scenario_hotspot_base_case_capacity_20,percentage_scenario_hotspot_base_case_capacity_30,percentage_scenario_hotspot_base_case_capacity_40,percentage_scenario_hotspot_base_case_capacity_50,percentage_scenario_hotspot_base_case_capacity_60,percentage_scenario_hotspot_base_case_capacity_70,percentage_scenario_hotspot_base_case_capacity_80
28137,0.512195122,176,74,0.156164384,0.126037445,0.340687542,0.091704854,0.467749716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.27027027,54.05405405,55.40540541,75.67567568,75.67567568,0,0,0,0,0,0,0,0,0,0,0,0,20.27027027,54.05405405,55.40540541,75.67567568,75.67567568,100
28139,0.451219512,55,26,0.0456621,0.032040147,0.133979064,0.061117646,0.117571274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.61538462,34.61538462,61.53846154,65.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.61538462,38.46153846,65.38461538
28149,0.487804878,195,87,0.173515982,0.13319647,0.229459157,0.146502903,0.282357003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,8.045977011,18.3908046,0,0,0,0,0,0,31.03448276,100,100,0,0,0,0,0,0,0,17.24137931,28.73563218
28155,0.134146341,19,8,0.012785388,0,0.023895037,0.004784312,0.026397733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29005,0.043478261,0,0,0,0,0,0.000166645,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29009,0.791304348,79,35,0.038574219,0.083486239,0.368153086,0.053391808,0.432883299,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,17.14285714,54.28571429,54.28571429,91.42857143,94.28571429,94.28571429,100,100,100,0,0,0,0,0,100,100,100,100,17.14285714,54.28571429,54.28571429,91.42857143,91.42857143,94.28571429,100,100,100
29017,0.27826087,27,12,0.013183594,0.010033678,0.128280077,0.006258264,0.428936506,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,33.33333333,75,75,83.33333333,100,100,100,0,0,0,0,0,0,0,100,100,0,0,41.66666667,75,75,100,100,100,100
29019,0.347826087,354,134,0.172851563,0.164440831,0.124579014,0.117038062,0.333248863,0,0,0,0,59.70149254,100,100,100,100,0,0,0,18.65671642,100,100,100,100,100,0,20.89552239,37.31343284,55.97014925,66.41791045,75.37313433,100,100,100,0,0,0,0,100,100,100,100,100,3.731343284,25.37313433,45.52238806,59.70149254,66.41791045,75.37313433,97.76119403,100,100
29027,0.269565217,20,10,0.009765625,0.007200093,0.028363369,0.022823841,0.097899369,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,20,40,60,70,100,100,100,0,0,0,0,0,0,0,100,100,0,0,10,30,60,70,90,100,100
29035,0.869565217,3,1,0.001464844,0.003483916,0.066203389,0.010024932,0.070837626,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,100,100,100
29053,0.217391304,12,5,0.005859375,0.003483916,0.029101578,0.007048422,0.124554752,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,20,20,80,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,20,20,60,80,100,100
29065,0.695652174,5,2,0.002441406,0.004645221,0.042338741,0.0203363,0.056628066,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,50,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,50,100,100,100,100
29067,0.356521739,22,10,0.010742188,0.010474974,0.125772083,0.008839212,0.328234462,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,40,100,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,40,100,100,100,100,100
29077,0.513043478,407,177,0.198730469,0.278864243,0.148541591,0.282465071,0.269388987,0,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,100,0,2.259887006,17.51412429,36.72316384,69.49152542,81.3559322,94.91525424,100,100,0,0,0,100,100,100,100,100,100,0,2.259887006,16.94915254,34.46327684,67.79661017,76.27118644,89.26553672,100,100
29093,0.834782609,1,1,0.000488281,0.001114853,0.038533598,0.016031384,0.042948906,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,100,100,100
29095,0.756521739,784,330,0.3828125,0.792103124,0.170210729,1,0.209339633,0,0,0,41.21212121,100,100,100,100,100,0,0,11.51515152,100,100,100,100,100,100,0.909090909,6.060606061,21.51515152,36.66666667,53.03030303,72.42424242,93.03030303,100,100,28.48484848,100,100,100,100,100,100,100,100,0,3.939393939,15.45454545,29.6969697,44.54545455,60.90909091,73.33333333,100,100
29101,0.32173913,179,76,0.087402344,0.07691325,0.214877884,0.032733683,0.621403611,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,0,17.10526316,52.63157895,53.94736842,85.52631579,92.10526316,100,100,100,0,0,0,0,0,0,100,100,100,0,31.57894737,53.94736842,61.84210526,92.10526316,93.42105263,100,100,100
29111,0.382608696,5,2,0.002441406,0.002554872,0.036005875,0.007059022,0.087559743,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,50,50,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,50,50,100,100
29117,0.234782609,9,3,0.004394531,0.002821972,0.022042488,0.006491865,0.087353562,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,33.33333333,66.66666667,66.66666667,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,33.33333333,66.66666667,100,100
29123,0.408695652,4,2,0.001953125,0.002183254,0.031597432,0.009259579,0.071934579,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,50,50,50,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,50,100,100,100,100
29135,0.52173913,0,0,0,0,0,0.015637019,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29147,0.086956522,10,5,0.004882813,0.001161305,0.009097938,0.003474949,0.097347933,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,40,80,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,40,60,80,100,100
29163,0.547826087,10,4,0.004882813,0.007316223,0.05591764,0.01908168,0.09497123,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,75,75,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,75,75,75,100,100
29165,0.113043478,75,33,0.036621094,0.011322727,0.017809699,0.021073856,0.146587523,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,100,0,6.060606061,12.12121212,36.36363636,48.48484848,54.54545455,81.81818182,100,100,0,0,0,0,0,0,0,100,100,0,6.060606061,9.090909091,27.27272727,45.45454545,51.51515152,69.6969697,100,100
29169,0.626086957,27,11,0.013183594,0.022575775,0.061783922,0.062640987,0.091817772,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,18.18181818,36.36363636,45.45454545,54.54545455,63.63636364,81.81818182,100,100,100,0,0,0,0,0,100,100,100,100,18.18181818,36.36363636,36.36363636,45.45454545,63.63636364,72.72727273,90.90909091,100,100
29175,0.417391304,8,3,0.00390625,0.004459412,0.023683217,0.019622535,0.052793839,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,33.33333333,66.66666667,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,33.33333333,100,100,100,100
29179,0.634782609,9,3,0.004394531,0.007629776,0.142276272,0.007388108,0.208541933,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,33.33333333,100,100,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,100,100,100
29187,0.843478261,53,24,0.025878906,0.059702706,0.143964739,0.106646845,0.158806464,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,66.66666667,66.66666667,87.5,91.66666667,100,100,100,100,0,0,0,0,100,100,100,100,100,0,54.16666667,66.66666667,79.16666667,87.5,95.83333333,100,100,100
29201,0.965217391,56,23,0.02734375,0.072186738,0.270443314,0.071153771,0.260697609,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,17.39130435,34.7826087,65.2173913,82.60869565,100,100,100,100,0,0,0,0,100,100,100,100,100,0,13.04347826,26.08695652,47.82608696,78.26086957,100,100,100,100
29207,0.295652174,26,11,0.012695313,0.010265939,0.051991779,0.016400096,0.163621187,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,9.090909091,27.27272727,63.63636364,90.90909091,90.90909091,100,100,0,0,0,0,0,0,0,100,100,0,0,9.090909091,27.27272727,54.54545455,90.90909091,90.90909091,100,100
29209,0.47826087,19,8,0.009277344,0.01213564,0.057257416,0.028538358,0.111391701,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,37.5,50,62.5,75,100,100,100,100,0,0,0,0,0,0,100,100,100,0,37.5,37.5,50,62.5,75,100,100,100
29211,0.539130435,5,2,0.002441406,0.003600046,0.080532749,0.006236033,0.138983938,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,50,50,100,100,100,0,0,0,0,0,0,0,100,100,0,0,0,50,50,50,50,100,100
29213,0.904347826,73,32,0.035644531,0.088166299,0.249516314,0.09428068,0.2567139,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,31.25,71.875,71.875,81.25,90.625,96.875,100,100,100,0,0,0,0,100,100,100,100,100,31.25,71.875,71.875,71.875,90.625,93.75,96.875,100,100
29225,0.717391304,32,15,0.015625,0.03065846,0.133317505,0.051928093,0.172908764,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,26.66666667,53.33333333,66.66666667,100,100,100,100,0,0,0,0,0,100,100,100,100,0,0,13.33333333,46.66666667,53.33333333,73.33333333,100,100,100
30011,0.285714286,-999,-999,0,0.474724302,0,0.003126009,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30019,0.178571429,-999,-999,0,0.572943124,0,0.002576051,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30037,0.303571429,0,0,0.718188354,0.736641159,0,0.001768891,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30039,0.321428571,2,1,0.719626168,0.737231062,0.063166279,0.008961616,0.069807281,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100
30055,0.107142857,0,0,0.718188354,0.736641159,0,0.001378139,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30057,0.464285714,26,11,0.736879942,0.747718223,0.399234079,0.032892955,0.305451448,0,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,0,0,0,0,63.63636364,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,72.72727273,100,100,100,100
30065,0.571428571,0,0,0.718188354,0.736641159,0,0.023642913,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30077,0.428571429,-999,-999,0,0.343765874,0,0.025318444,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30079,0.196428571,-999,-999,0,0.55657332,0,0.002148203,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30087,0.839285714,6,2,0.722501797,0.741262064,0.116577257,0.067065435,0.049340541,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,50,50,50,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,50,50,100,100,100
30089,0.642857143,1,1,0.718907261,0.737231062,0.035845945,0.063974977,0.019807308,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,100,100,100,100,100
30093,0.875,11,4,0.726096334,0.745473315,0.064584731,0.263543976,0.026219337,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,25,0,50,75,100,100,100,100,100,0,0,0,0,50,100,100,100,100,25,0,25,50,100,100,100,100,100
30097,0.0625,1,1,0.718907261,0.73669851,0.010991225,0.001842697,0.062469203,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100
30109,0.5,0,0,0.718188354,0.736641159,0,0.004951781,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31009,0.215053763,-999,-999,0,0.198965716,0,0.000182423,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31013,0.870967742,4,2,0.47535545,0.338408604,0.102952659,0.018586407,0.118204905,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,50,50,50,100,100,100,100,100,0,0,0,0,0,100,100,100,100,100,0,50,50,100,100,100,100,100
31015,0.35483871,0,0,0.473459716,0.336183451,0,0.001379229,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31017,0.52688172,-999,-999,0,0,0,0.003015936,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31029,0.64516129,3,2,0.474881517,0.337419647,0.226475836,0.00462369,0.351037545,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,100,100
31045,0.462365591,0,0,0.473459716,0.336183451,0,0.007906136,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31049,0.623655914,1,0,0.473933649,0.336581781,0,0.002258742,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31055,0.935483871,1111,449,1,1,0.496013856,1,0.530221709,100,42.5389755,85.077951,100,100,100,100,100,100,100,42.5389755,85.077951,100,100,100,100,100,100,91.75946548,15.14476615,32.96213808,57.0155902,71.9376392,92.87305122,100,100,100,100,42.5389755,85.077951,100,100,100,100,100,100,88.19599109,14.922049,30.28953229,51.89309577,70.155902,88.41870824,100,100,100
31057,0.580645161,1,1,0.473933649,0.33655431,0.188110404,0.002246108,0.323967917,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100
31061,0.376344086,0,0,0.473459716,0.336183451,0,0.002162602,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31063,0.424731183,1,0,0.473933649,0.336454728,0,0.00211798,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31069,0.225806452,0,0,0.473459716,0.336183451,0,0.000792569,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31071,0.182795699,2,1,0.474407583,0.336416955,0.060659211,0.000678969,0.331841568,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100
31073,0.11827957,0,0,0.473459716,0.336183451,0,0.000442656,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31077,0.075268817,1,1,0.473933649,0.336231526,0.020468967,0.000332992,0.271944853,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100
31083,0.365591398,0,0,0.473459716,0.336183451,0,0.002404548,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31087,0.655913978,0,0,0.473459716,0.336183451,0,0.003575361,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31097,0.849462366,3,1,0.474881517,0.337811109,0.107124625,0.008486769,0.126108735,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,100,100,100,100,100
31101,0.76344086,4,2,0.47535545,0.338133894,0.123558288,0.011893025,0.161843955,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,50,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,50,100,100,100,100
31105,0.88172043,4,2,0.47535545,0.338436075,0.31517218,0.006211271,0.357451375,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,100,100,100
31109,0.817204301,573,239,0.745023697,0.635260425,0.412793707,0.488082806,0.505129142,100,0,0,51.88284519,100,100,100,100,100,100,0,0,51.88284519,100,100,100,100,100,89.53974895,17.15481172,40.58577406,55.64853556,76.15062762,89.53974895,100,100,100,100,0,0,51.88284519,100,100,100,100,100,89.53974895,17.15481172,42.67782427,59.41422594,74.47698745,89.53974895,100,100,100
31113,0.086021505,-999,-999,0,0.281296357,0,0.000130396,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31115,0.021505376,-999,-999,0,0.322461678,0,7.83E-06,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31117,0.172043011,0,0,0.473459716,0.336183451,0,0.000134042,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31119,0.913978495,25,9,0.485308057,0.35077743,0.153312689,0.061887545,0.167742119,100,0,0,0,0,100,100,100,100,100,0,0,0,0,100,100,100,100,100,22.22222222,55.55555556,66.66666667,88.88888889,100,100,100,100,100,0,0,0,0,100,100,100,100,100,22.22222222,55.55555556,66.66666667,88.88888889,100,100,100,100
31129,0.516129032,3,1,0.474881517,0.337172408,0.079126154,0.004233495,0.153306923,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100
31141,0.784946237,39,15,0.491943128,0.355735949,0.233392449,0.049971655,0.297335585,100,0,0,0,0,100,100,100,100,100,0,0,0,0,100,100,100,100,80,40,66.66666667,73.33333333,80,80,100,100,100,100,0,0,0,0,100,100,100,100,80,40,66.66666667,73.33333333,80,80,100,100,100
31149,0.139784946,0,0,0.473459716,0.336183451,0,0.000347075,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31151,0.860215054,19,8,0.482464455,0.346622438,0.315662848,0.023657103,0.366958061,0,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,87.5,50,62.5,62.5,62.5,87.5,100,100,100,100,0,0,0,0,100,100,100,100,87.5,50,62.5,62.5,62.5,87.5,100,100,100
31159,0.268817204,12,5,0.479146919,0.338243778,0.051433213,0.008851531,0.191331552,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,80,0,0,0,40,80,100,100,100,0,0,0,0,0,0,100,100,100,80,0,0,0,60,80,100,100,100
31161,0.967741935,0,0,0.473459716,0.336183451,0,0.009739722,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31163,0.311827957,0,0,0.473459716,0.336183451,0,0.00181068,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31169,0.247311828,18,7,0.481990521,0.339026702,0.222556859,0.002412045,0.899903821,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,57.14285714,0,0,0,42.85714286,57.14285714,100,100,100,0,0,0,0,0,0,100,100,100,100,0,0,42.85714286,100,100,100,100,100
31175,0.564516129,1,0,0.473933649,0.336544009,0,0.004576469,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
