County_FIPS,SVI_county,priority_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_low,percentage_scenario_high_demand_base_case_capacity_mid,percentage_scenario_high_demand_base_case_capacity_high,percentage_scenario_SVI_hotspot_base_case_capacity_low,percentage_scenario_SVI_hotspot_base_case_capacity_mid,percentage_scenario_SVI_hotspot_base_case_capacity_high,percentage_scenario_SVI_pop_base_case_capacity_low,percentage_scenario_SVI_pop_base_case_capacity_mid,percentage_scenario_SVI_pop_base_case_capacity_high,percentage_scenario_hotspot_base_case_capacity_low,percentage_scenario_hotspot_base_case_capacity_mid,percentage_scenario_hotspot_base_case_capacity_high
13061,0.8176100628930818,0.0008836152486745772,0.10572369718675799,0.0003700765463221624,0.12669592709490043,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0
13065,0.9622641509433962,0.0008836152486745772,0.05537748860287191,0.0009799501628560353,0.056386545634257185,85.71428571428571,100.0,100.0,85.71428571428571,100.0,100.0,0.0,100.0,100.0,85.71428571428571,100.0,100.0
13161,0.8364779874213837,0.0007573844988639232,0.018559626514036896,0.001894570937627777,0.02173958530614347,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333334,100.0,100.0,100.0,100.0,100.0
13163,0.8679245283018868,0.0011360767482958849,0.027455652704177824,0.0020682818086136005,0.030994622431308343,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,100.0,100.0,100.0,100.0,100.0
13205,1.0,0.001009845998485231,0.01977042749993583,0.003389797433720641,0.01937102492417955,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13243,0.9308176100628931,0.0005049229992426155,0.029124348502585107,0.000996298090424363,0.030656895096599104,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0
13271,0.5534591194968553,0.00025246149962130775,0.00380784536182678,0.0013473113001143998,0.0067410926326279185,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0
13273,0.9119496855345912,0.00025246149962130775,0.011413273944379358,0.001220340843310092,0.012262411984964321,50.0,100.0,100.0,50.0,100.0,100.0,0.0,100.0,100.0,50.0,100.0,100.0
20055,0.9714285714285714,0.00555415299166877,0.06411518633615965,0.005425644987906226,0.0646675750479091,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
20175,0.9904761904761905,0.003408230244887655,0.06533247320942759,0.003396430743953235,0.06462813127797397,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
21063,0.6083333333333333,0.0,0.0,0.0006903919518647454,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21071,0.8916666666666667,0.0,0.0,0.004975913967666661,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21095,0.95,0.0005049229992426155,0.007763612408687118,0.0038954383485893906,0.008007128162069648,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
