County_FIPS,SVI_county,Covid_cases,CHW_need,priority_high_demand,priority_SVI_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_10,percentage_scenario_high_demand_base_case_capacity_20,percentage_scenario_high_demand_base_case_capacity_30,percentage_scenario_high_demand_base_case_capacity_40,percentage_scenario_high_demand_base_case_capacity_50,percentage_scenario_high_demand_base_case_capacity_60,percentage_scenario_high_demand_base_case_capacity_70,percentage_scenario_high_demand_base_case_capacity_80,percentage_scenario_SVI_high_demand_base_case_capacity_10,percentage_scenario_SVI_high_demand_base_case_capacity_20,percentage_scenario_SVI_high_demand_base_case_capacity_30,percentage_scenario_SVI_high_demand_base_case_capacity_40,percentage_scenario_SVI_high_demand_base_case_capacity_50,percentage_scenario_SVI_high_demand_base_case_capacity_60,percentage_scenario_SVI_high_demand_base_case_capacity_70,percentage_scenario_SVI_high_demand_base_case_capacity_80,percentage_scenario_SVI_hotspot_base_case_capacity_10,percentage_scenario_SVI_hotspot_base_case_capacity_20,percentage_scenario_SVI_hotspot_base_case_capacity_30,percentage_scenario_SVI_hotspot_base_case_capacity_40,percentage_scenario_SVI_hotspot_base_case_capacity_50,percentage_scenario_SVI_hotspot_base_case_capacity_60,percentage_scenario_SVI_hotspot_base_case_capacity_70,percentage_scenario_SVI_hotspot_base_case_capacity_80,percentage_scenario_SVI_pop_base_case_capacity_10,percentage_scenario_SVI_pop_base_case_capacity_20,percentage_scenario_SVI_pop_base_case_capacity_30,percentage_scenario_SVI_pop_base_case_capacity_40,percentage_scenario_SVI_pop_base_case_capacity_50,percentage_scenario_SVI_pop_base_case_capacity_60,percentage_scenario_SVI_pop_base_case_capacity_70,percentage_scenario_SVI_pop_base_case_capacity_80,percentage_scenario_hotspot_base_case_capacity_10,percentage_scenario_hotspot_base_case_capacity_20,percentage_scenario_hotspot_base_case_capacity_30,percentage_scenario_hotspot_base_case_capacity_40,percentage_scenario_hotspot_base_case_capacity_50,percentage_scenario_hotspot_base_case_capacity_60,percentage_scenario_hotspot_base_case_capacity_70,percentage_scenario_hotspot_base_case_capacity_80
1097,0.6865671641791045,1362.0,581.0,0.5107832009080591,0.5013602985433971,0.19252200101175174,0.6133192347790762,0.209279219098221,-0.0,-0.0,-0.0,28.915662650602407,100.0,100.0,100.0,100.0,-0.0,-0.0,58.34767641996558,100.0,100.0,100.0,100.0,100.0,4.819277108433735,8.777969018932874,15.66265060240964,28.57142857142857,35.28399311531842,41.65232358003442,47.332185886402755,57.6592082616179,-0.0,-0.0,58.34767641996558,100.0,100.0,100.0,100.0,100.0,4.647160068846816,8.777969018932874,8.777969018932874,23.752151462994835,29.604130808950085,35.28399311531842,41.65232358003442,46.98795180722892
1103,0.4626865671641791,420.0,181.0,0.1543700340522134,0.10304562417238473,0.13954568350355118,0.1152087894977947,0.23484449668770035,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,85.0828729281768,3.867403314917127,7.18232044198895,14.3646408839779,24.861878453038674,27.071823204419886,32.59668508287293,37.569060773480665,49.171270718232044,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,32.59668508287293,100.0,3.867403314917127,7.18232044198895,19.88950276243094,24.861878453038674,27.071823204419886,32.59668508287293,37.569060773480665,49.72375690607735
1111,0.47761194029850745,108.0,43.0,0.036322360953461974,0.02629107981220657,0.18184160570797228,0.019015884902221718,0.31813106817092024,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,23.25581395348837,44.18604651162791,44.18604651162791,60.46511627906976,62.7906976744186,74.4186046511628,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,41.86046511627907,44.18604651162791,44.18604651162791,60.46511627906976,74.4186046511628,86.04651162790698
1113,0.8059701492537313,233.0,96.0,0.08361710177828226,0.09953051643192487,0.2676333429463057,0.09742108763662101,0.2628660838187778,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,32.29166666666667,48.95833333333333,55.208333333333336,60.416666666666664,66.66666666666666,84.375,90.625,93.75,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,31.25,32.29166666666667,50.0,55.208333333333336,60.416666666666664,61.458333333333336,80.20833333333334,90.625
1115,0.04477611940298507,300.0,130.0,0.10896708286038592,0.005778259299386059,0.009361505269990664,0.004104824383037666,0.2282672896341672,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,7.6923076923076925,8.461538461538462,13.846153846153847,32.30769230769231,45.38461538461539,45.38461538461539,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,8.461538461538462,13.846153846153847,26.923076923076923,45.38461538461539,45.38461538461539,45.38461538461539,53.84615384615385
1117,0.014925373134328358,700.0,296.0,0.2603102534998108,0.004173187271778821,0.0,0.002464364848407834,0.20927039487054733,-0.0,-0.0,-0.0,-0.0,-0.0,82.77027027027027,100.0,100.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.027027027027027,3.7162162162162162,6.418918918918918,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.7162162162162162,6.418918918918918,14.527027027027026,16.216216216216218
1121,0.7835820895522388,173.0,75.0,0.060915626182368524,0.07144576862886723,0.14495205040414944,0.13259495005175234,0.10766024627801762,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.666666666666667,6.666666666666667,12.0,20.0,29.333333333333332,34.66666666666667,68.0,76.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,100.0,100.0,0.0,6.666666666666667,6.666666666666667,8.0,13.333333333333334,25.333333333333336,29.333333333333332,34.66666666666667
2261,0.1724137931034483,21.0,10.0,0.7804131599081867,0.7969121140142518,0.06645044141012317,0.012467362336079518,0.10632070625619706,-0.0,-0.0,-0.0,100.0,100.0,100.0,100.0,100.0,-0.0,-0.0,-0.0,100.0,100.0,100.0,100.0,100.0,0.0,40.0,70.0,100.0,100.0,100.0,100.0,100.0,-0.0,-0.0,-0.0,100.0,100.0,100.0,100.0,100.0,0.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0
4021,0.26666666666666666,1850.0,717.0,0.06338563627566185,0.05091280974032256,0.12367476045346519,0.07810976436994098,0.37088286924129715,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,4.463040446304045,16.596931659693166,16.736401673640167,24.12831241283124,29.9860529986053,30.125523012552303,32.49651324965133,41.283124128312416,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,6.2761506276150625,16.596931659693166,16.596931659693166,22.17573221757322,26.638772663877262,29.9860529986053,32.49651324965133,36.541143654114364
5009,0.05333333333333334,26.0,12.0,0.025052192066805846,0.002320405360609935,0.00213275532858728,0.008982705888216347,0.02244156859782617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,16.666666666666664,25.0,25.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,16.666666666666664,25.0,25.0
5011,0.9866666666666667,30.0,14.0,0.029227557411273485,0.05242221906520813,0.2019776409618591,0.05100252551194254,0.10901283766934261,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,21.428571428571427,42.857142857142854,100.0,100.0,100.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,28.57142857142857,50.0,100.0,100.0
5033,0.21333333333333335,118.0,46.0,0.12108559498956159,0.04456125396599896,0.024600402027007903,0.06304269773090433,0.059940485566279504,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,13.043478260869565,19.565217391304348,28.26086956521739,50.0,58.69565217391305,82.6086956521739,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,13.043478260869565,19.565217391304348,43.47826086956522,50.0,58.69565217391305,82.6086956521739
5037,0.4666666666666667,15.0,7.0,0.013569937369519834,0.012288677368944453,0.030235902377813918,0.03732084681442726,0.030582906227389628,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,14.285714285714285,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
5045,0.13333333333333333,296.0,118.0,0.3068893528183716,0.06994364729838519,0.02001434930016172,0.0773210451530615,0.08053011678479972,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,100.0,100.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,-0.0,0.0,0.0,0.0,11.864406779661017,18.64406779661017,28.8135593220339,44.06779661016949,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,-0.0,0.0,0.0,7.627118644067797,15.254237288135593,18.64406779661017,33.89830508474576,49.152542372881356
5047,0.24,12.0,5.0,0.010438413361169102,0.004972297201307004,0.010214149123577387,0.0198460688774135,0.018768260360345707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,40.0,60.0,80.0,80.0,80.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,40.0,40.0,80.0,80.0,80.0
5051,0.76,88.0,36.0,0.08977035490605428,0.1186248046597528,0.04407159981486329,0.3556760957192421,0.026460173498289403,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,-0.0,0.0,0.0,19.444444444444446,47.22222222222222,72.22222222222221,86.11111111111111,91.66666666666666,-0.0,-0.0,-0.0,100.0,100.0,100.0,100.0,100.0,-0.0,0.0,0.0,11.11111111111111,33.33333333333333,50.0,75.0,91.66666666666666
5053,0.08,17.0,7.0,0.015657620041753653,0.002273050149168916,0.004348605525865767,0.006399472317520829,0.028341762301744167,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,28.57142857142857,28.57142857142857,42.857142857142854,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,28.57142857142857,28.57142857142857,28.57142857142857
5063,0.44,21.0,9.0,0.019832985386221295,0.016266515129990056,0.016440799056815544,0.07767398620987076,0.01517724151392691,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,33.33333333333333,33.33333333333333,44.44444444444444,44.44444444444444,77.77777777777779,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,-0.0,0.0,0.0,33.33333333333333,33.33333333333333,44.44444444444444,44.44444444444444,55.55555555555556
5083,0.48,41.0,17.0,0.0407098121085595,0.03480608040914903,0.05960060034355653,0.049292490492459574,0.06401395401416646,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,35.294117647058826,35.294117647058826,35.294117647058826,35.294117647058826,47.05882352941176,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,35.294117647058826,35.294117647058826,35.294117647058826,47.05882352941176
5085,0.06666666666666667,57.0,22.0,0.05741127348643006,0.006606051996022161,0.0026383345109398256,0.022451806254685118,0.02089139361017969,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,9.090909090909092,13.636363636363635,36.36363636363637,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.545454545454546,13.636363636363635,31.818181818181817
