FIPS,high_demand_priority,SVI_hotspot_priority,SVI_pop_priority,hotspot_priority
13305,0.000111136,0.884140286,0.83507338,0.000862817
13307,0,0.883964486,0.834528723,0
13309,0.000111136,0.884558129,0.834621613,0.003287271
13311,0.001667037,0.884623402,0.834640449,0.012576227
13313,0.003889753,0.885652823,0.83645914,0.008637772
13315,0.000777951,0.887765563,0.834636046,0.020932319
13317,0.000222272,0.884852266,0.83464331,0.005282093
13319,0.000444543,0.885983248,0.834635951,0.011535184
13321,0.001778173,0.887301531,0.834804346,0.020405204
15001,0.000222272,0.883997362,0.836980531,0.000256276
15003,0.000777951,0.883983945,0.844357011,0.000185468
15005,0,0.883964486,0.834485239,0
15007,0,0.883964486,0.83496548,0
15009,0.000222272,0.883991084,0.835878416,0.000308469
16001,0.004000889,0.884023397,0.835903759,0.001930231
16003,0,0.883964486,0.834511713,0
16005,0.000222272,0.884040182,0.835575798,0.000588136
16007,0,0.883964486,0.834512826,0
16009,0,0.883964486,0.834631008,0
16011,0.000111136,0.884026653,0.834994015,0.000551612
16013,0.000777951,0.884529796,0.834644686,0.007851552
16015,0,0.883964486,0.83449595,0
16017,0,0.883964486,0.834720349,0
16019,0.000222272,0.883999524,0.835413252,0.000433749
16021,0,0.883964486,0.834565677,0
16023,0,0.883964486,0.834498378,0
16025,0,0.883964486,0.834487831,0
16027,0.001667037,0.884240405,0.838118306,0.001685118
16029,0,0.883964486,0.834514093,0
16031,0.000222272,0.884286091,0.834831845,0.002149106
16033,0,0.883964486,0.834500816,0
16035,0,0.883964486,0.834567359,0
16037,0,0.883964486,0.834525116,0
16039,0,0.883964486,0.834831952,0
16041,0,0.883964486,0.834526765,0
16043,0.000111136,0.884189585,0.834629072,0.001971258
16045,0.000222272,0.884384518,0.834742259,0.002851315
16047,0.000555679,0.885302364,0.834715171,0.008505669
16049,0,0.883964486,0.83467753,0
16051,0,0.883964486,0.83464653,0
16053,0.001555901,0.886181808,0.834837574,0.014808338
16055,0.000222272,0.883980615,0.835312534,0.000311671
16057,0.000111136,0.884000034,0.834698477,0.000643799
16059,0,0.883964486,0.834536286,0
16061,0,0.883964486,0.834531426,0
16063,0.000333407,0.885753836,0.834548871,0.014436178
16065,0.000555679,0.884254234,0.834829732,0.003235211
16067,0.000111136,0.88414954,0.834790933,0.001227316
16069,0.001000222,0.884612267,0.834924083,0.005751178
16071,0,0.883964486,0.834517952,0
16073,0,0.883964486,0.834693868,0
16075,0.000222272,0.884252546,0.83479359,0.002156195
16077,0,0.883964486,0.83456975,0
16079,0,0.883964486,0.834693945,0
16081,0.000222272,0.884091555,0.834519679,0.004253255
16083,0.005667926,0.885634061,0.83540855,0.015158003
16085,0,0.883964486,0.83450622,0
16087,0,0.883964486,0.834670752,0
17001,0.000222272,0.88400817,0.834834341,0.000789226
17003,0.000222272,0.885872064,0.834603018,0.008964246
17005,0.000222272,0.884225306,0.834616221,0.00314398
17007,0.006334741,0.886834517,0.835024415,0.027488161
17009,0.000555679,0.886034696,0.834551644,0.019627174
17011,0.000222272,0.884065217,0.83468514,0.001582782
17013,0,0.883964486,0.83450399,0
17015,0.000111136,0.884031976,0.834536295,0.001805069
17017,0.001444766,0.88824673,0.834666388,0.027634777
17019,0.008557457,0.885016248,0.836730321,0.009481929
17021,0.000111136,0.884007272,0.834651603,0.000799329
17023,0.000222272,0.884118605,0.834553353,0.003344539
17025,0,0.883964486,0.834657682,0
17027,0.001778173,0.884401402,0.834628715,0.010998993
17029,0.001444766,0.884698272,0.835025477,0.006631233
17031,1,0.890738507,0.90915035,0.045112901
17033,0,0.883964486,0.834638417,0
17035,0.000111136,0.884051229,0.834522249,0.002398431
17037,0.005223383,0.885215923,0.835580134,0.011569549
17039,0.000111136,0.884011835,0.834527951,0.001651203
17041,0.000333407,0.88435718,0.834670097,0.003979683
17043,0.10046677,0.884870222,0.837675671,0.025292138
17045,0,0.883964486,0.834611096,0
17047,0,0.883964486,0.834518185,0
17049,0.000111136,0.883998073,0.834629901,0.000759278
17051,0.000111136,0.884124527,0.834757067,0.001210232
17053,0.000333407,0.884369833,0.834569524,0.00597674
17055,0.000111136,0.884055383,0.834987623,0.000671229
17057,0.000111136,0.88406078,0.834909243,0.000751937
17059,0,0.883964486,0.834531677,0
17061,0.000111136,0.884050878,0.834538987,0.001991018
17063,0.001555901,0.88409733,0.834577134,0.00708076
17065,0.000111136,0.884072621,0.834511288,0.003181556
17067,0.000444543,0.884124222,0.834531477,0.005832733
17069,0,0.883964486,0.834525814,0
17071,0.000111136,0.884022265,0.834494198,0.003885271
17073,0.001000222,0.884176769,0.834695659,0.004751162
17075,0.004223161,0.88670279,0.834682741,0.036188589
17077,0.004112025,0.886600932,0.835342712,0.01683517
17079,0.000333407,0.884397574,0.834534506,0.008060825
17081,0.000889086,0.884952467,0.835140407,0.005481692
17083,0.000333407,0.884046815,0.8345333,0.003557825
17085,0.000333407,0.884007058,0.834508582,0.003647965
17087,0,0.883964486,0.834607882,0
17089,0.09624361,0.887856831,0.839248321,0.042000943
17091,0.01378084,0.888276593,0.836054041,0.029144447
17093,0.010446766,0.88454925,0.834871674,0.018817133
17095,0.001889309,0.885233219,0.835173916,0.008832485
17097,0.105912425,0.886723349,0.839736235,0.035329021
17099,0.003000667,0.884578151,0.835488221,0.006415636
17101,0.000111136,0.884249429,0.834746538,0.00164699
17103,0.002333852,0.885028591,0.834704917,0.015903675
17105,0.000222272,0.884120381,0.834855028,0.001448693
17107,0.000222272,0.884055584,0.83462414,0.001804564
17109,0.001889309,0.885662777,0.834813747,0.014788952
17111,0.019671038,0.884195885,0.834947696,0.014849881
17113,0.001555901,0.884053691,0.835185534,0.002107669
17115,0.002222716,0.88462352,0.835817522,0.004965245
17117,0.000444543,0.884066032,0.834676242,0.002299026
17119,0.006445877,0.884339852,0.83615803,0.005695214
17121,0.001111358,0.88510382,0.835074341,0.006940333
17123,0,0.883964486,0.834498034,0
17125,0.000333407,0.884344222,0.83456912,0.005798677
17127,0.000222272,0.884590737,0.83470672,0.003749856
17129,0.000555679,0.88407838,0.834497324,0.010586057
17131,0.000333407,0.884090981,0.834522226,0.005018108
17133,0.000666815,0.883966077,0.834485845,0.004472935
17135,0.000555679,0.884359816,0.834723339,0.004543801
17137,0.000555679,0.884394661,0.834849089,0.003835865
17139,0.000111136,0.884081215,0.834576434,0.001780671
17141,0.002000445,0.884559588,0.834801703,0.009177718
17143,0.003334074,0.884553692,0.836842349,0.004323304
17145,0.001111358,0.88574468,0.834775855,0.012345339
17147,0,0.883964486,0.834485778,0
17149,0,0.883964486,0.834601344,0
17151,0.000111136,0.884589042,0.8345254,0.006181832
17153,0.000555679,0.887699436,0.834564152,0.024200103
17155,0,0.883964486,0.834488067,0
17157,0.00477884,0.887511152,0.834796172,0.034935654
17159,0,0.883964486,0.834621327,0
17161,0.008557457,0.886187746,0.83665787,0.014013746
17163,0.015336741,0.885559451,0.837398967,0.013721835
17165,0.000111136,0.884175525,0.8349201,0.001099209
17167,0.006112469,0.884671045,0.836305026,0.007295261
17169,0.000444543,0.885900505,0.834567552,0.01526094
17171,0,0.883964486,0.834499043,0
17173,0,0.883964486,0.834524121,0
17175,0,0.883964486,0.834491924,0
17177,0.003889753,0.88622184,0.834962162,0.020309966
17179,0.001111358,0.884011083,0.834787331,0.001959099
17181,0.002778395,0.889861872,0.834729264,0.038764052
17183,0.000555679,0.884272512,0.835806685,0.00170421
17185,0,0.883964486,0.834563946,0
17187,0.002556124,0.888724278,0.834704197,0.035258533
17189,0.000444543,0.884072447,0.834504117,0.007437606
17191,0.000111136,0.884117797,0.834635376,0.001592446
17193,0.000111136,0.88419269,0.834641019,0.001907477
17195,0.001555901,0.88444263,0.834873416,0.006551901
17197,0.072793954,0.885065031,0.837482206,0.024485357
17199,0.000889086,0.884295862,0.835171577,0.003101823
17201,0.029006446,0.887783816,0.838853551,0.023850255
17203,0.000222272,0.883970097,0.834500173,0.001342807
18001,0.000111136,0.884059206,0.83493799,0.000721735
18003,0.016781507,0.885160942,0.838747016,0.010279616
18005,0.006668148,0.885457089,0.835137531,0.018492589
18007,0.000333407,0.884623311,0.834547495,0.008855113
18009,0.000444543,0.884688926,0.834578277,0.008784321
18011,0.002222716,0.884040461,0.834550032,0.007612137
18013,0.000666815,0.884101859,0.834504154,0.010265642
18015,0.002444988,0.884696952,0.834535739,0.028043305
18017,0.021449211,0.905118669,0.835066805,0.132228276
18019,0.004889976,0.88450844,0.83513159,0.009603781
18021,0.000222272,0.884110604,0.834672531,0.001969229
18023,0.003334074,0.88699927,0.834881697,0.023909544
18025,0.000222272,0.884386578,0.834572937,0.004882577
18027,0.000444543,0.884438256,0.834977253,0.00309694
18029,0.002778395,0.884196307,0.834569466,0.013052241
18031,0.001111358,0.884418765,0.834604471,0.00972232
18033,0.000333407,0.884056931,0.834702431,0.001781818
18035,0.003667482,0.884904802,0.835872575,0.007465807
18037,0.001555901,0.884355596,0.834675432,0.008458937
18039,0.013114025,0.886492303,0.837895026,0.014766519
18041,0.000666815,0.884875034,0.834787498,0.006706305
18043,0.003000667,0.884293891,0.834765921,0.008878795
18045,0.000333407,0.884178546,0.834555941,0.004739051
18047,0.000666815,0.884187089,0.834556503,0.006807675
18049,0.000555679,0.884461487,0.834632936,0.00646378
18051,0.000111136,0.884018203,0.834712207,0.00076715
18053,0.001444766,0.884796225,0.835519448,0.005103919
18055,0.00477884,0.887399723,0.834789049,0.034782437
18057,0.010113359,0.884003891,0.834669642,0.006951719
18059,0.003889753,0.88400792,0.834513007,0.011561673
18061,0.002000445,0.884440336,0.83464691,0.011471978
18063,0.0164481,0.884371003,0.834782554,0.022438853
18065,0.002889531,0.885144454,0.834875172,0.013994815
18067,0.005112247,0.885504663,0.835337659,0.014389774
18069,0.000333407,0.88402333,0.834582472,0.002121154
18071,0.008557457,0.889349343,0.834996224,0.044951647
18073,0.000333407,0.884102245,0.834678057,0.002308102
18075,0.000555679,0.884912143,0.83478062,0.006317653
18077,0.000555679,0.884356584,0.834790719,0.003996148
18079,0.001222494,0.884840253,0.834713647,0.010241089
18081,0.013558569,0.884594944,0.834968042,0.019917077
18083,0.000111136,0.884057452,0.834950149,0.000705621
18085,0.000889086,0.88423079,0.835270448,0.00259983
18087,0.000777951,0.884340474,0.834799822,0.004562795
18089,0.041120249,0.887136818,0.842040963,0.019678881
18091,0.006668148,0.886226315,0.836186719,0.014098815
18093,0.00133363,0.884382281,0.834752625,0.006829582
18095,0.005667926,0.885481144,0.836351407,0.010163674
18097,0.121249166,0.889139368,0.850986057,0.029205674
18099,0.000333407,0.884180243,0.835060074,0.001674619
18101,0,0.883964486,0.834537433,0
18103,0.001444766,0.88519965,0.834932777,0.009451505
18105,0.00133363,0.884174187,0.835924235,0.002087557
18107,0.00477884,0.886336835,0.83478786,0.028961473
18109,0.003778617,0.884561395,0.834810822,0.01245487
18111,0.000777951,0.884931611,0.834585677,0.012925527
18113,0.003778617,0.885902798,0.834970558,0.018388307
18115,0.000333407,0.884038347,0.834487833,0.013185452
18117,0.002222716,0.887736334,0.834756825,0.026286786
18119,0.000333407,0.884250527,0.834638882,0.003724435
18121,0.000333407,0.884555079,0.834695813,0.004573687
18123,0.000777951,0.884614679,0.834612273,0.009429317
18125,0.000111136,0.884045332,0.834531053,0.002084229
18127,0.006001334,0.884233347,0.835025142,0.008183401
18129,0.000333407,0.883971597,0.834490385,0.003046546
18131,0.000666815,0.884608217,0.834545871,0.012541817
18133,0.001444766,0.884656338,0.834765624,0.008933352
18135,0.000555679,0.884464354,0.834712068,0.005234444
18137,0.000555679,0.884346887,0.834714072,0.004558239
18139,0.000333407,0.884231073,0.834576005,0.004671885
18141,0.012558346,0.885449359,0.838115099,0.010734185
18143,0.002222716,0.885984609,0.834699898,0.021632397
18145,0.004334297,0.88505651,0.834694121,0.022514228
18147,0.000222272,0.88401425,0.834522908,0.002546877
18149,0.000333407,0.884220365,0.83465329,0.003368755
18151,0.00211158,0.884818813,0.83468586,0.014181901
18153,0.000333407,0.884497761,0.834768602,0.003747861
18155,0.000111136,0.884299289,0.834629351,0.002401778
18157,0.007668371,0.884962039,0.836555644,0.009102672
18159,0.000222272,0.884019505,0.834508258,0.00340923
18161,0.000111136,0.884103873,0.834510589,0.003660549
18163,0.00344521,0.884478531,0.836526042,0.004411476
18165,0,0.883964486,0.834634433,0
18167,0.001222494,0.884393558,0.83615567,0.002653605
18169,0.001555901,0.884711654,0.834676376,0.011662832
18171,0.000111136,0.884018655,0.834498491,0.0031242
18173,0.001889309,0.884069501,0.834576325,0.00696793
18175,0.000444543,0.884273795,0.83471192,0.003684051
18177,0.001111358,0.884583479,0.835489301,0.003919238
18179,0.000333407,0.884052057,0.834572044,0.00273765
18181,0.005779062,0.886984884,0.834610819,0.055709839
18183,0.000333407,0.883980456,0.834507617,0.002280784
19001,0.000111136,0.884007663,0.834492913,0.00361039
19003,0,0.883964486,0.834487562,0
19005,0.001778173,0.886125062,0.834579243,0.030185151
19007,0.000222272,0.884313978,0.834585543,0.004156045
19009,0.000444543,0.884058897,0.834487321,0.018792948
19011,0.000333407,0.883972409,0.83449115,0.003020649
19013,0.026672594,0.888440629,0.835685571,0.047224392
19015,0.00133363,0.884273775,0.834550981,0.011811318
19017,0.000555679,0.884001359,0.834501975,0.005151526
19019,0.000444543,0.884036265,0.83451474,0.004877735
19021,0.00211158,0.888082214,0.834796594,0.02500554
19023,0.000222272,0.883983249,0.834491969,0.003576634
19025,0.000111136,0.88405829,0.834517439,0.002670822
19027,0.000222272,0.883990389,0.834504347,0.002561023
19029,0,0.883964486,0.834539229,0
19031,0.000889086,0.883984207,0.834487853,0.011089928
19033,0.000111136,0.883998249,0.834712147,0.000608281
19035,0.000333407,0.884225194,0.834525671,0.006894929
19037,0.000222272,0.884022111,0.834499996,0.004327748
19039,0.000444543,0.885148995,0.834582388,0.010993724
19041,0.000333407,0.88433423,0.834602866,0.004836696
19043,0.000555679,0.88426556,0.834553994,0.007356975
19045,0.000666815,0.884160756,0.834748318,0.003336903
19047,0.009557679,0.909059731,0.834793338,0.132024369
19049,0.021893754,0.884685629,0.834604194,0.054432041
19051,0.000666815,0.885304937,0.834552318,0.01721434
19053,0.000111136,0.884462038,0.834599883,0.003281005
19055,0.000222272,0.8839877,0.834497214,0.00303586
19057,0.001444766,0.884855494,0.834873789,0.008614459
19059,0.000111136,0.883994984,0.83451862,0.001496205
19061,0.005334519,0.884628985,0.834974822,0.012736818
19063,0,0.883964486,0.834562637,0
19065,0.000333407,0.884161832,0.834579628,0.003942215
19067,0.000333407,0.884360354,0.834605376,0.004952342
19069,0.000333407,0.884299986,0.834527058,0.007692605
19071,0.000111136,0.884010174,0.834492931,0.003709987
19073,0.000555679,0.884603182,0.834522386,0.014526052
19075,0.000333407,0.883969835,0.834485653,0.006332941
19077,0.00133363,0.884750637,0.834512643,0.028988504
19079,0.000333407,0.884098881,0.834521212,0.005243656
19081,0,0.883964486,0.834500922,0
19083,0.000333407,0.88409144,0.83452956,0.004598393
19085,0.000111136,0.883990879,0.834504133,0.001837961
19087,0.000666815,0.884505392,0.834618869,0.007764311
19089,0.000333407,0.884259126,0.834515454,0.008458673
19091,0.000222272,0.884138159,0.834514318,0.00540312
19093,0,0.883964486,0.834497405,0
19095,0.000444543,0.884013713,0.834496708,0.006381985
19097,0.000111136,0.884001927,0.834537556,0.001328335
19099,0.006001334,0.886088354,0.834688002,0.037497958
19101,0,0.883964486,0.834676856,0
19103,0.005334519,0.884452113,0.83535236,0.008200559
19105,0.000889086,0.88439168,0.834570053,0.009988496
19107,0.000333407,0.884031374,0.834493407,0.007560466
19109,0.000111136,0.884005095,0.834517973,0.001743165
19111,0.000555679,0.884394332,0.834848789,0.003835979
19113,0.010446766,0.884394304,0.835363374,0.010706474
19115,0.000889086,0.885866159,0.834592888,0.018719717
19117,0,0.883964486,0.834535505,0
19119,0.000333407,0.884028794,0.834495731,0.006589922
19121,0.000333407,0.883985987,0.834491808,0.004741372
19123,0.000555679,0.884566789,0.834704543,0.005843293
19125,0.000333407,0.884065412,0.83462375,0.00232955
19127,0.014669927,0.897172442,0.835064534,0.086576732
19129,0.000333407,0.884087117,0.834519547,0.005127046
19131,0.000111136,0.884011116,0.834504194,0.002439213
19133,0.000333407,0.884323469,0.834517862,0.00899182
19135,0.000555679,0.884902512,0.834526321,0.016751985
19137,0.000222272,0.884575689,0.834597034,0.005207525
19139,0.009224272,0.888323903,0.834842126,0.050234046
19141,0.000555679,0.884449034,0.834553193,0.009387592
19143,0.000666815,0.885487025,0.834518336,0.026003535
19145,0.000222272,0.884218367,0.834592979,0.003418483
19147,0.000111136,0.88407617,0.834517629,0.002905864
19149,0.002778395,0.884688894,0.834553333,0.025639979
19151,0.000111136,0.884091268,0.834505424,0.00390112
19153,0.076683707,0.887009037,0.838448517,0.036348959
19155,0.003000667,0.884729176,0.835404631,0.007479999
19157,0.001444766,0.884588725,0.834546131,0.018140923
19159,0,0.883964486,0.834498299,0
19161,0.000222272,0.884052819,0.834500261,0.005312521
19163,0.003556346,0.884246888,0.835471594,0.004777807
19165,0.000555679,0.884290968,0.834516686,0.011271831
19167,0.005334519,0.885709024,0.834649751,0.035559676
19169,0.002000445,0.884190447,0.834927365,0.004785848
19171,0.003889753,0.887867012,0.834603082,0.053622455
19173,0,0.883964486,0.834521058,0
19175,0.000111136,0.884173383,0.834601695,0.002109428
19177,0,0.883964486,0.834521921,0
19179,0.01378084,0.899105505,0.835042954,0.091563021
19181,0.00133363,0.884060845,0.834564184,0.006020637
19183,0.00133363,0.884666597,0.834590204,0.014106903
19185,0.000111136,0.884372898,0.834548009,0.004008929
19187,0.000333407,0.884184143,0.834837576,0.002157546
19189,0.000222272,0.884192994,0.834530454,0.004987736
19191,0,0.883964486,0.834489589,0
19193,0.053345188,0.902583784,0.836026587,0.120208375
19195,0.000111136,0.884018688,0.834495697,0.003498376
19197,0.000222272,0.884403406,0.834614147,0.004111051
20001,0,0.883964486,0.834590256,0
20003,0.000111136,0.88413059,0.834523006,0.003286016
20005,0.000333407,0.88449062,0.834654064,0.004819544
20007,0,0.883964486,0.834511287,0
20009,0.000889086,0.88493331,0.834785577,0.008013192
20011,0,0.883964486,0.834666447,0
20013,0.000111136,0.884127548,0.834540425,0.002699865
20015,0.000111136,0.883986995,0.834861472,0.000385908
20017,0.000111136,0.884846059,0.834507769,0.009751326
20019,0.000111136,0.885233968,0.834534793,0.00794508
20021,0.000111136,0.884074683,0.834648467,0.001295025
20023,0.000111136,0.884181162,0.834490375,0.009718295
20025,0.001000222,0.892057875,0.834498024,0.116546436
20027,0,0.883964486,0.834493139,0
20029,0.000111136,0.884143424,0.834536303,0.002938938
20031,0.000111136,0.884107298,0.834520377,0.00315705
20033,0,0.883964486,0.834487549,0
20035,0,0.883964486,0.835032915,0
20037,0.000111136,0.8840678,0.835066749,0.000665194
20039,0,0.883964486,0.834494199,0
20041,0,0.883964486,0.834616312,0
20043,0.000333407,0.884486965,0.834522269,0.010192701
20045,0.000444543,0.884006401,0.835070313,0.000844813
20047,0.000111136,0.884727614,0.834506994,0.00922856
20049,0.000111136,0.884848154,0.834505805,0.010206131
20051,0,0.883964486,0.834580498,0
20053,0.000111136,0.884336232,0.834536411,0.004231647
20055,0.036452545,0.926484384,0.835129248,0.232249853
20057,0.029450989,0.922738786,0.835103005,0.203536697
20059,0.000777951,0.884300622,0.834601811,0.007076048
20061,0.000222272,0.884202853,0.834931626,0.001630661
20063,0,0.883964486,0.834490171,0
20065,0,0.883964486,0.834491341,0
20067,0.000555679,0.885495787,0.834543198,0.018057
20069,0.000333407,0.884751274,0.834519817,0.012936628
20071,0,0.883964486,0.834499864,0
20073,0,0.883964486,0.834511963,0
20075,0.000333407,0.885718322,0.834498747,0.030509859
20077,0.000111136,0.884304802,0.834522257,0.004750094
20079,0.000222272,0.884076186,0.834732191,0.001499986
20081,0.000555679,0.886940742,0.834519699,0.032537185
20083,0,0.883964486,0.83448896,0
20085,0.000222272,0.884199293,0.834560808,0.003920964
20087,0.000333407,0.884014039,0.834507052,0.004067874
20089,0,0.883964486,0.834490068,0
20091,0.008446321,0.884009021,0.83527977,0.003257688
20093,0.001000222,0.890231383,0.834523007,0.060550702
20095,0,0.883964486,0.83449253,0
20097,0.000111136,0.884562824,0.83449836,0.010432933
20099,0.000111136,0.884151504,0.834753784,0.001316215
20101,0,0.883964486,0.834485654,0
20103,0.035563459,0.889365263,0.834906482,0.101065135
20105,0,0.883964486,0.834493059,0
20107,0,0.883964486,0.834577907,0
20109,0,0.883964486,0.834492427,0
20111,0.00555679,0.890294856,0.835006296,0.038893674
20113,0.000333407,0.884028859,0.834550016,0.002714054
20115,0,0.883964486,0.834529825,0
20117,0,0.883964486,0.834510988,0
20119,0.001000222,0.888725603,0.834516828,0.057623008
20121,0.000111136,0.883968811,0.834503613,0.000754199
20123,0.000111136,0.884237511,0.83452115,0.004318701
20125,0.000333407,0.884398858,0.835033126,0.002433772
20127,0,0.883964486,0.834514037,0
20129,0.000111136,0.88486973,0.834507308,0.009981256
20131,0,0.883964486,0.834505779,0
20133,0.000111136,0.884200435,0.834710705,0.001613139
20135,0,0.883964486,0.834493508,0
20137,0.000111136,0.884283011,0.834518885,0.004816547
20139,0.000111136,0.884048736,0.834564787,0.001619005
20141,0,0.883964486,0.834489964,0
20143,0.000111136,0.883991756,0.834487973,0.004526913
20145,0,0.883964486,0.834524108,0
20147,0,0.883964486,0.83451184,0
20149,0.000555679,0.884139509,0.834562471,0.005294982
20151,0,0.883964486,0.834560828,0
20153,0,0.883964486,0.83449204,0
20155,0.000555679,0.884236027,0.835265184,0.002082447
20157,0,0.883964486,0.834490675,0
20159,0,0.883964486,0.834571686,0
20161,0.000555679,0.884133553,0.835181345,0.001739244
20163,0,0.883964486,0.834499649,0
20165,0,0.883964486,0.834489757,0
20167,0,0.883964486,0.834519852,0
20169,0.000111136,0.884008543,0.834969009,0.000476201
20171,0.000222272,0.884693067,0.83451634,0.010707655
20173,0.005334519,0.884250495,0.840417672,0.002401805
20175,0.013558569,0.913739111,0.834903658,0.147014386
20177,0.003111803,0.884427803,0.836420276,0.004087645
20179,0,0.883964486,0.834488362,0
20181,0.000111136,0.884447966,0.834547947,0.004363953
20183,0,0.883964486,0.834488523,0
20185,0,0.883964486,0.834509425,0
20187,0.000333407,0.888226468,0.834506031,0.038616416
20189,0.000666815,0.888195769,0.834563986,0.028245955
20191,0.000111136,0.884020361,0.834593606,0.001130737
20193,0,0.883964486,0.834496406,0
20195,0,0.883964486,0.834486995,0
20197,0.000444543,0.884140715,0.834492569,0.01490204
20199,0,0.883964486,0.834489314,0
20201,0.000111136,0.884121732,0.834501838,0.004776454
20203,0,0.883964486,0.83450593,0
20205,0,0.883964486,0.83460113,0
20207,0.000111136,0.884768946,0.834514275,0.008228652
20209,0.024338742,0.890987127,0.837765959,0.03418331
21001,0.000333407,0.88460307,0.83477812,0.004034191
21003,0.001111358,0.885794566,0.834795546,0.012114244
21005,0.000111136,0.884031027,0.834613392,0.001135161
21007,0.000111136,0.884288954,0.834560142,0.003273518
21009,0.000777951,0.884669202,0.835221694,0.004084851
21011,0.000222272,0.884633984,0.834680227,0.004131442
21013,0,0.883964486,0.834983404,0
21015,0.005779062,0.884249819,0.834850759,0.010051718
21017,0.000111136,0.884125793,0.834720825,0.001304908
21019,0,0.883964486,0.835177292,0
21021,0,0.883964486,0.834763036,0
21023,0.000222272,0.884499,0.834553547,0.006219803
21025,0,0.883964486,0.83470747,0
21027,0.000333407,0.884584752,0.834808813,0.003783002
21029,0.001778173,0.884120218,0.834727435,0.00505833
21031,0.004445432,0.898083524,0.834703571,0.080197252
21033,0,0.883964486,0.834620923,0
21035,0.000555679,0.884332196,0.834902923,0.003310365
21037,0.001778173,0.884179203,0.834924114,0.004414688
21039,0.000111136,0.884373874,0.834519338,0.005424687
21041,0,0.883964486,0.834687811,0
21043,0.000111136,0.884140214,0.83495648,0.000963597
21045,0,0.883964486,0.834750168,0
21047,0.000555679,0.884336236,0.835864867,0.001832326
21049,0.000111136,0.884060422,0.834956367,0.000712062
21051,0.000111136,0.88422692,0.834873286,0.001297498
21053,0.000111136,0.88440152,0.834655269,0.002527061
21055,0.000111136,0.884280224,0.834576204,0.002932263
21057,0,0.883964486,0.834560101,0
21059,0.005112247,0.885569067,0.835828648,0.011701091
21061,0.00133363,0.887568274,0.834650422,0.025502726
21063,0,0.883964486,0.834601442,0
21065,0,0.883964486,0.834726758,0
21067,0.008335186,0.884614047,0.837866389,0.005992887
21069,0,0.883964486,0.834725929,0
21071,0.000222272,0.884238762,0.835134122,0.001451095
21073,0.000111136,0.884026037,0.835083054,0.000506393
21075,0.000111136,0.884801474,0.834596159,0.004325936
21077,0,0.883964486,0.834601223,0
21079,0.000111136,0.884104165,0.83464765,0.00146165
21081,0.000666815,0.884734076,0.834786059,0.006180105
21083,0.00133363,0.885397282,0.835104661,0.008314767
21085,0.001778173,0.88608294,0.834830405,0.015633411
21087,0,0.883964486,0.83460737,0
21089,0.000222272,0.884069706,0.834726983,0.001471395
21091,0,0.883964486,0.8345562,0
21093,0.001222494,0.88428724,0.83583537,0.002559857
21095,0.000111136,0.88415875,0.834976061,0.000992753
21097,0.000111136,0.884118179,0.834689631,0.00136723
21099,0.000333407,0.884657341,0.834797547,0.004069584
21101,0.001444766,0.885134513,0.835172497,0.007424898
21103,0.000222272,0.88433993,0.834667186,0.003202469
21105,0.000222272,0.885468646,0.834538604,0.011790644
21107,0.001111358,0.884676221,0.835016064,0.005778434
21109,0,0.883964486,0.834675233,0
21111,0.025116693,0.884925775,0.843835005,0.007610835
21113,0.000666815,0.884295482,0.835088706,0.00286296
21115,0.000222272,0.884383671,0.83487047,0.00232752
21117,0.008112914,0.884812302,0.835695723,0.011287382
21119,0,0.883964486,0.834756281,0
21121,0.000111136,0.884117911,0.835041125,0.000829074
21123,0.000111136,0.884176492,0.834648986,0.00179341
21125,0.000444543,0.884248473,0.8354664,0.00169842
21127,0,0.883964486,0.834733933,0
21129,0,0.883964486,0.834614653,0
21131,0.000222272,0.884864664,0.834648833,0.005228614
21133,0.000111136,0.884197644,0.834889635,0.001198047
21135,0.000222272,0.884504271,0.834662494,0.003890246
21137,0.000111136,0.884130095,0.834857837,0.001051836
21139,0.000111136,0.884129303,0.834536748,0.002808518
21141,0.003000667,0.886987734,0.83479218,0.025724329
21143,0,0.883964486,0.834541956,0
21145,0.00133363,0.884401754,0.835067735,0.004736588
21147,0.000222272,0.884549432,0.834809349,0.002997099
21149,0.000222272,0.884490282,0.834567983,0.005609104
21151,0.000333407,0.884056485,0.83547611,0.000833068
21153,0,0.883964486,0.834694942,0
21155,0.000111136,0.884234221,0.834859285,0.001339776
21157,0.000111136,0.884014742,0.834666406,0.000830274
21159,0,0.883964486,0.834688738,0
21161,0.000111136,0.884189171,0.834729454,0.001512684
21163,0.000444543,0.884219859,0.834679534,0.003614939
21165,0,0.883964486,0.834566084,0
21167,0,0.883964486,0.834679253,0
21169,0.000111136,0.884352729,0.834631892,0.002563947
21171,0.000111136,0.884340407,0.834644083,0.002424555
21173,0.000111136,0.884127303,0.834967313,0.000917055
21175,0,0.883964486,0.834721534,0
21177,0.01722605,0.901785975,0.834887786,0.130701264
21179,0.000666815,0.884180136,0.834771912,0.003351049
21181,0,0.883964486,0.834612534,0
21183,0.001667037,0.88604535,0.834783279,0.01614248
21185,0.000555679,0.883981456,0.834541284,0.001932777
21187,0.000111136,0.884241659,0.83460781,0.002368729
21189,0,0.883964486,0.834564382,0
21191,0,0.883964486,0.834614604,0
21193,0.000444543,0.88477125,0.83498501,0.004009863
21195,0.000333407,0.884199769,0.835466932,0.001338457
21197,0,0.883964486,0.834689745,0
