FIPS,high_demand_priority,SVI_hotspot_priority,SVI_pop_priority,hotspot_priority
08017,0.000333407,0.886399307,0.834494829,0.042307226
08019,0.000111136,0.883976143,0.834488756,0.002662011
08021,0.000111136,0.884616823,0.834648864,0.003147046
08023,0,0.883964486,0.834562897,0
08025,0.002333852,0.901723896,0.834600817,0.089465718
08027,0,0.883964486,0.834511119,0
08029,0.000889086,0.88497623,0.834943851,0.006628974
08031,0.067459435,0.885975288,0.841035062,0.021553107
08033,0,0.883964486,0.834491342,0
08035,0.007223828,0.883980423,0.834597702,0.004779664
08037,0.001000222,0.884092773,0.834646626,0.004215604
08039,0.000666815,0.883964486,0.834484655,0.005796291
08041,0.012336075,0.88431179,0.840556285,0.003978589
08043,0.000111136,0.884042775,0.835154588,0.000539759
08045,0.000777951,0.884199295,0.834937103,0.00300945
08047,0.000222272,0.883968531,0.83448495,0.008272148
08049,0,0.883964486,0.834517985,0
08051,0.000666815,0.884239021,0.834536823,0.008872355
08053,0,0.883964486,0.834485753,0
08055,0.000111136,0.884460077,0.834572803,0.003743876
08057,0,0.883964486,0.834488052,0
08059,0.019115359,0.884070684,0.835269017,0.007619565
08061,0,0.883964486,0.834494275,0
08063,0.000333407,0.88521477,0.834563143,0.010915109
08065,0.000333407,0.884907782,0.834562308,0.00953175
08067,0.000333407,0.883997748,0.834615693,0.001377858
08069,0.005890198,0.88406626,0.835399229,0.00383453
08071,0.000111136,0.884295797,0.834745329,0.001780057
08073,0,0.883964486,0.834544083,0
08075,0.010113359,0.898602448,0.834786686,0.104857755
08077,0.000444543,0.884050169,0.836389356,0.000669775
08079,0,0.883964486,0.834485086,0
08081,0,0.883964486,0.834640622,0
08083,0.000555679,0.88450662,0.83476259,0.004930969
08085,0.001889309,0.885596868,0.835141064,0.010266282
08087,0.010113359,0.897286837,0.834947182,0.080836571
08089,0.000111136,0.884264731,0.834859715,0.00141271
08091,0.000111136,0.883992188,0.834487195,0.00521436
08093,0.000444543,0.883965217,0.834484898,0.005480819
08095,0.000222272,0.884759858,0.834511704,0.012108563
08097,0.000222272,0.884006872,0.83450967,0.002906682
08099,0.000444543,0.885736055,0.834730007,0.008485544
08101,0.002667259,0.884673538,0.837618243,0.003679501
08103,0,0.883964486,0.834530815,0
08105,0.000111136,0.884452836,0.834716456,0.002291782
08107,0.000222272,0.883992874,0.834519541,0.002014315
08109,0.000111136,0.884643278,0.834602845,0.003783926
08111,0,0.883964486,0.83448666,0
08113,0.000111136,0.883987715,0.834490466,0.00315705
08115,0,0.883964486,0.834518119,0
08117,0.002778395,0.884291635,0.83453171,0.020816412
08119,0.000222272,0.883997449,0.834524377,0.002034151
08121,0.000222272,0.884624547,0.834514381,0.010522213
08123,0.027117137,0.885688322,0.837266167,0.019416345
08125,0.000222272,0.884610372,0.834605866,0.005154508
09001,0.120471216,0.886930612,0.84358916,0.029671968
09003,0.106023561,0.887126976,0.844340744,0.02762495
09005,0.012113803,0.884248282,0.834801245,0.015607485
09007,0.008779729,0.884294448,0.834896723,0.012558173
09009,0.106468104,0.88732453,0.844066113,0.028940397
09011,0.012558346,0.884835388,0.836511517,0.011002129
09013,0.006112469,0.884109848,0.834709148,0.009422596
09015,0.005112247,0.884921304,0.83554535,0.010170998
10001,0.018781952,0.887864255,0.837304652,0.024138126
10003,0.038564125,0.885305135,0.838994817,0.016035823
10005,0.055901311,0.888918472,0.836504975,0.055451893
11001,0.120804623,0.889237899,0.843519685,0.039770487
12001,0.003334074,0.884267157,0.837215267,0.002879262
12003,0.000333407,0.88436553,0.834911138,0.002651987
12005,0.000333407,0.884024373,0.836762856,0.000443402
12007,0.000222272,0.884341594,0.835045357,0.001831248
12009,0.002778395,0.884053,0.839281421,0.001072425
12011,0.051011336,0.884752932,0.85897709,0.00606934
12013,0.001111358,0.887383178,0.834738971,0.018306636
12015,0.006334741,0.88481121,0.836466839,0.00779115
12017,0.000555679,0.884079968,0.836418879,0.00086269
12019,0.001667037,0.884113826,0.836274184,0.001766564
12021,0.01033563,0.884604941,0.838299466,0.006238992
12023,0.002222716,0.885341043,0.835807167,0.007204059
12027,0.00133363,0.88570779,0.835269075,0.008153947
12029,0.000444543,0.885191739,0.834809445,0.006138479
12031,0.009557679,0.884321144,0.848708906,0.002318599
12033,0.007557235,0.884560775,0.8378069,0.005516099
12035,0.000889086,0.88407617,0.835175969,0.001795015
12037,0,0.883964486,0.834694996,0
12039,0.002000445,0.886204845,0.835454906,0.010179308
12041,0.000111136,0.884198226,0.834786432,0.001389598
12043,0.000111136,0.884340522,0.834752848,0.001869634
12045,0,0.883964486,0.834657945,0
12047,0.000889086,0.887117834,0.834791459,0.014317444
12049,0.001000222,0.88584984,0.835053005,0.0086273
12051,0.004112025,0.888987562,0.835381027,0.022735612
12053,0.000666815,0.884061985,0.836769538,0.000798933
12055,0.001111358,0.884436175,0.836474613,0.002430923
12057,0.018004001,0.884387796,0.855653973,0.002841831
12059,0.000111136,0.884237976,0.834878182,0.001316282
12061,0.000555679,0.884035587,0.835844516,0.000807311
12063,0.005223383,0.88953445,0.835439251,0.02614752
12065,0,0.883964486,0.834660399,0
12067,0.000111136,0.884632797,0.834661901,0.003065959
12069,0.001000222,0.884049323,0.839234942,0.000633022
12071,0.01511447,0.884524188,0.843621941,0.004557267
12073,0.001889309,0.884128776,0.837599159,0.001495206
12075,0.000222272,0.88418004,0.835178805,0.00124432
12077,0.010669038,0.93893532,0.834634078,0.296727913
12079,0.000666815,0.885753768,0.834865993,0.008377714
12081,0.012002667,0.884763401,0.838982446,0.006915567
12083,0.002667259,0.884248418,0.840396641,0.001695164
12085,0.004112025,0.884490807,0.835863349,0.005934136
12086,0.121582574,0.8858539,0.882153726,0.01039726
12087,0.000889086,0.884246391,0.83521062,0.00278294
12089,0.000333407,0.884012264,0.834952373,0.000874071
12091,0.001000222,0.884059107,0.836230474,0.001102761
12093,0.001000222,0.885124016,0.835341244,0.005511136
12095,0.007890642,0.884160172,0.854494878,0.001315673
12097,0.005223383,0.884551633,0.841079675,0.003229828
12099,0.055012225,0.885025984,0.852448162,0.008539487
12101,0.002889531,0.884135397,0.842026894,0.001211956
12103,0.008890865,0.884207928,0.845300943,0.002118697
12105,0.010669038,0.884651391,0.848538703,0.003420176
12107,0.001555901,0.884991595,0.83600805,0.004850997
12109,0.000889086,0.883977689,0.834916932,0.000780483
12111,0.002333852,0.88422829,0.839547126,0.001651711
12113,0.001444766,0.884089826,0.835709344,0.001821248
12115,0.004889976,0.884112266,0.836847265,0.002619406
12117,0.00211158,0.884007108,0.836351945,0.001039809
12119,0.003000667,0.884240686,0.835155365,0.005264921
12121,0.001111358,0.88518232,0.835383021,0.00581343
12123,0,0.883964486,0.834900536,0
12125,0.000222272,0.884595996,0.83475876,0.003389317
12127,0.004889976,0.884208557,0.840833975,0.00205346
12129,0.000333407,0.88417027,0.834776614,0.002295994
12131,0.001667037,0.884641219,0.835410183,0.005229073
12133,0,0.883964486,0.83497335,0
13001,0.001555901,0.888190436,0.834866193,0.019661761
13003,0.000666815,0.888020005,0.834653145,0.018974778
13005,0.001222494,0.889274483,0.834709617,0.02544219
13007,0.000666815,0.892380443,0.834533061,0.050997058
13009,0.003556346,0.887510342,0.835319561,0.018406958
13011,0.000777951,0.88513138,0.834715245,0.009397451
13013,0.003556346,0.884892133,0.835235696,0.009926578
13015,0.003222938,0.884878204,0.835852129,0.006950415
13017,0.000889086,0.88636382,0.834797408,0.012369586
13019,0.000111136,0.884216014,0.834838508,0.001331212
13021,0.005334519,0.885614953,0.837500559,0.008092456
13023,0.001000222,0.88693207,0.834688964,0.018052792
13025,0.000333407,0.884525797,0.834740117,0.004053824
13027,0.000555679,0.885523761,0.834763248,0.008352691
13029,0.000555679,0.88420993,0.83477288,0.00325807
13031,0.000444543,0.884198701,0.835872162,0.001297433
13033,0.001778173,0.88743359,0.834890819,0.018457944
13035,0.003222938,0.889073122,0.834894225,0.030029828
13037,0.00133363,0.894842138,0.834614481,0.050065943
13039,0.000333407,0.884126993,0.835089929,0.001417051
13043,0.000111136,0.884486669,0.834712521,0.002390217
13045,0.002556124,0.884825404,0.836499797,0.004949453
13047,0.000444543,0.884009263,0.834675818,0.001528352
13049,0.000444543,0.885464944,0.834736204,0.007712518
13051,0.005223383,0.884612193,0.838801185,0.004193107
13053,0.000222272,0.884635883,0.834633978,0.004734851
13055,0.000111136,0.884178715,0.83497688,0.001041652
13057,0.010669038,0.884216818,0.835142777,0.009579303
13059,0.002333852,0.884685374,0.836598528,0.004225415
13061,0.000333407,0.889620709,0.834541276,0.027333991
13063,0.014003112,0.886216888,0.840193775,0.011132399
13065,0.00133363,0.894140136,0.834623523,0.046820508
13067,0.033451878,0.884571115,0.838838888,0.01022478
13069,0.003000667,0.887368933,0.835367499,0.016111219
13071,0.001778173,0.885940612,0.835444921,0.009060179
13073,0.001778173,0.884042661,0.834933331,0.002636294
13075,0.000666815,0.88566152,0.834800076,0.008970994
13077,0.004334297,0.884330319,0.835258211,0.006780996
13079,0.000222272,0.884595205,0.83466608,0.004163417
13081,0.00133363,0.886999238,0.834957936,0.013850265
13083,0,0.883964486,0.834662991,0
13085,0.00133363,0.884238332,0.834542817,0.011868321
13087,0.001889309,0.887458646,0.835020452,0.016624969
13089,0.032451656,0.885423772,0.84525793,0.009930081
13091,0.000555679,0.885249097,0.834892518,0.006265836
13093,0.00133363,0.888843075,0.834757202,0.02314101
13095,0.006334741,0.887503065,0.83628043,0.016733663
13097,0.006445877,0.88519383,0.836181946,0.010233818
13099,0.001000222,0.888628989,0.834685879,0.022806044
13101,0.000222272,0.885860104,0.834541529,0.012891418
13103,0.000222272,0.884006676,0.83481073,0.000803207
13105,0.001222494,0.886707267,0.834828131,0.014798198
13107,0.000222272,0.884459647,0.834959406,0.002280448
13109,0.000111136,0.884494995,0.834709812,0.002423645
13111,0.000444543,0.884227764,0.834653437,0.003944022
13113,0.001555901,0.884007186,0.834633962,0.003159395
13115,0.001111358,0.884480444,0.836356353,0.002621526
13117,0.005667926,0.884009189,0.834680186,0.005391551
13119,0.000444543,0.884796569,0.834908699,0.004423575
13121,0.041231385,0.885018887,0.846513684,0.009004086
13123,0.00211158,0.885911035,0.834861602,0.015639921
13125,0.000111136,0.885289814,0.834528397,0.008691185
13127,0.001111358,0.884446263,0.835795133,0.003027425
13129,0.001778173,0.885359729,0.83558012,0.007127722
13131,0.001444766,0.88676892,0.8349741,0.013627233
13133,0.000222272,0.884301473,0.834696194,0.002818327
13135,0.043120693,0.884998512,0.843219403,0.01070093
13137,0.007334963,0.889936797,0.835179837,0.037597504
13139,0.039453212,0.890560616,0.837388435,0.044837563
13141,0.004889976,0.907807378,0.834629568,0.134343911
13143,0.000333407,0.884278163,0.834831654,0.002600179
13145,0.000555679,0.884073709,0.834586066,0.003664081
13147,0.000555679,0.884752363,0.834889253,0.004926829
13149,0.000333407,0.885008956,0.834669715,0.006497067
13151,0.007334963,0.884471132,0.836063863,0.007265571
13153,0.003334074,0.884582857,0.836405338,0.004907073
13155,0.000333407,0.885502108,0.834654569,0.008226904
13157,0.002000445,0.884462266,0.835035341,0.006368954
13159,0.000333407,0.884803365,0.834696045,0.005447959
13161,0.000444543,0.885388232,0.834788713,0.006833347
13163,0.000222272,0.884669845,0.834795857,0.003361738
13165,0.000111136,0.884512473,0.834638888,0.0029762
13167,0.001222494,0.889897272,0.834672179,0.029455212
13169,0.000222272,0.884116018,0.834718573,0.001797217
13171,0.000222272,0.88426037,0.834685972,0.002707083
13173,0.000222272,0.884922361,0.834679205,0.004954718
13175,0.001444766,0.88522204,0.835302325,0.007060103
13177,0.001444766,0.884839992,0.834711169,0.011192306
13179,0.000555679,0.884379408,0.835655759,0.002101531
13181,0.000111136,0.884367675,0.834579243,0.00325988
13183,0.000111136,0.88420721,0.83483185,0.001320186
13185,0.00211158,0.884769092,0.836667271,0.004178736
13187,0.001778173,0.885149826,0.834797571,0.012292299
13189,0.000444543,0.884974565,0.834913511,0.00484638
13191,0.000222272,0.884432602,0.834665576,0.003591808
13193,0.000555679,0.886028658,0.834743406,0.009972005
13195,0.000333407,0.884334293,0.834896166,0.002592521
13197,0.000111136,0.88454946,0.834637486,0.003089067
13199,0.000889086,0.885852051,0.834879928,0.009759157
13201,0.000222272,0.885530252,0.834580364,0.009031658
13205,0.002778395,0.89044852,0.8349482,0.029526495
13207,0.000666815,0.884538431,0.834756682,0.00561785
13209,0.000111136,0.884494229,0.834651288,0.002815254
13211,0.000444543,0.884255827,0.834585846,0.005358271
13213,0.001111358,0.884985741,0.835098563,0.006439922
13215,0.004445432,0.885020343,0.838267339,0.005275914
13217,0.004223161,0.885344491,0.836180213,0.00878094
13219,0.000444543,0.883984664,0.834515258,0.002564202
13221,0.000444543,0.884749463,0.834655506,0.00676886
13223,0.002667259,0.884076869,0.834982756,0.0036742
13225,0.001000222,0.88572808,0.835040611,0.008436564
13227,0.000555679,0.884210699,0.834680226,0.003961448
13229,0.000777951,0.885320646,0.834759121,0.009285927
13231,0.000333407,0.884101611,0.834546106,0.004085251
13233,0.000777951,0.884723318,0.835220691,0.004241677
13235,0.000444543,0.885708351,0.834686844,0.009274135
13237,0.001111358,0.885075144,0.834687834,0.011673905
13239,0.000222272,0.888674725,0.834531199,0.022463254
13241,0.000222272,0.884322269,0.834681094,0.003013539
13243,0.000555679,0.888088165,0.834626328,0.019048031
13245,0.003222938,0.884731185,0.838539004,0.003697567
13247,0.003778617,0.885151574,0.835563255,0.009658636
13249,0,0.883964486,0.834577714,0
13251,0.000222272,0.884665222,0.834740181,0.003697767
13253,0.000333407,0.885740511,0.83462953,0.009575344
13255,0.001889309,0.885235866,0.835728838,0.006580899
13257,0.000889086,0.885375796,0.834927995,0.007968065
13259,0.000777951,0.889574752,0.834616026,0.027299588
13261,0.001555901,0.886622043,0.835103344,0.012244315
13263,0.000222272,0.885556084,0.834598852,0.008336242
13265,0.000111136,0.88735874,0.834514637,0.016799942
13267,0.000111136,0.8841706,0.834977415,0.001021178
13269,0.000333407,0.885939159,0.834642958,0.009658919
13271,0.000111136,0.884267367,0.834769525,0.00162809
13273,0.00133363,0.891691208,0.834659874,0.03632143
13275,0.004223161,0.888433659,0.835353563,0.022074135
13277,0.002667259,0.886950167,0.835253063,0.015247423
13279,0.000555679,0.885008595,0.835046717,0.004812059
13281,0.000111136,0.884119844,0.834568822,0.002145178
13283,0.000222272,0.885539977,0.834624929,0.007483411
13285,0.002667259,0.885740183,0.835837201,0.008862965
13287,0.000777951,0.888900199,0.834652756,0.022636265
13289,0,0.883964486,0.834616753,0
13291,0.000222272,0.884110377,0.834648521,0.002106932
13293,0.002000445,0.887313674,0.834966609,0.017659088
13295,0.000333407,0.884122659,0.835444065,0.001110427
13297,0.00211158,0.884302289,0.835079489,0.005186522
13299,0.002667259,0.88722163,0.835132627,0.017342482
13301,0.000222272,0.885919144,0.834585531,0.009829277
13303,0.001111358,0.88663017,0.834898396,0.012673756
